ステップ,荷重0,変位計1,変位計2,変位計3,変位計4,変位計5,変位計6,変位計7,変位計8,変位計9,変位計10,変位計11,変位計12,変位計13,荷重14,日時,分秒,,γ,θ,γ0,γ1-2,,変位計1
269,329,138.9,3.69,2.52,-0.11,3.48,0.56,0.07,0.81,28.44,6.86,7.46,136,18,185,2710,5910,,0.058271605,-0.001753333,0.056518272,0.055756701,329,-6.98,138.9
270,330,139.67,3.68,2.53,-0.09,3.55,0.56,0.09,0.83,28.76,6.86,7.48,137,17.5,188,2710,5911,,0.059012346,-0.001746667,0.057265679,0.056078351,330,-6.21,139.67
271,333,140.54,3.69,2.54,-0.09,3.6,0.58,0.11,0.83,29.06,6.86,7.48,137.5,17.5,188,2710,5913,,0.059259259,-0.001753333,0.057505926,0.05643299,333,-5.34,140.54
272,336,141.42,3.68,2.53,-0.11,3.65,0.58,0.12,0.86,29.38,6.86,7.46,139.5,18,188,2710,5914,,0.06,-0.00176,0.05824,0.0568,336,-4.46,141.42
273,328,142.17,3.74,2.53,-0.1,3.68,0.6,0.13,0.86,29.72,6.86,7.5,139.5,18.5,180,2710,5916,,0.059753086,-0.001753333,0.057999753,0.057084536,328,-3.71,142.17
274,331,142.98,3.81,2.52,-0.1,3.72,0.6,0.14,0.88,30.04,6.88,7.48,140,18,178,2710,5917,,0.060246914,-0.001746667,0.058500247,0.057389691,331,-2.9,142.98
275,334,143.8,3.79,2.53,-0.1,3.77,0.62,0.15,0.89,30.36,6.88,7.48,140.5,18.5,173,2710,5919,,0.060246914,-0.001753333,0.05849358,0.057736082,334,-2.08,143.8
276,335,144.68,3.79,2.53,-0.1,3.81,0.62,0.16,0.9,30.66,6.86,7.46,141.5,18.5,173,2710,5920,,0.060740741,-0.001753333,0.058987407,0.058098969,335,-1.2,144.68
277,337,145.54,3.8,2.53,-0.1,3.85,0.63,0.17,0.92,31,6.88,7.48,142.5,19.5,170,2710,5922,,0.060740741,-0.001753333,0.058987407,0.058449485,337,-0.34,145.54
278,263,146.5,3.9,2.53,-0.06,4.25,0.66,0.29,1.1,64.66,10.88,7.46,143.5,25.5,-75,2710,5923,,0.058271605,-0.001726667,0.056544938,0.058804124,263,0.62,146.5
279,272,147.36,3.9,2.52,-0.1,4.25,0.67,0.29,1.11,65,10.88,7.54,143.5,24.5,-53,2710,5925,,0.058765432,-0.001746667,0.057018765,0.059158763,272,1.48,147.36
280,270,148.23,3.9,2.52,-0.1,4.28,0.68,0.31,1.13,65.28,10.9,7.54,146,25,-53,2710,5927,,0.059753086,-0.001746667,0.05800642,0.059517526,270,2.35,148.23
281,273,148.99,3.9,2.52,-0.1,4.32,0.67,0.33,1.15,65.58,10.88,7.52,145.5,24.5,-53,2710,5928,,0.059753086,-0.001746667,0.05800642,0.059830928,273,3.11,148.99
282,278,149.96,3.92,2.53,-0.09,4.37,0.68,0.34,1.17,65.92,10.88,7.52,146.5,24.5,-53,2710,5930,,0.060246914,-0.001746667,0.058500247,0.06022268,278,4.08,149.96
283,278,152.17,3.99,2.53,-0.09,4.5,0.68,0.38,1.2,66.74,10.86,7.5,149.5,24.5,-53,2710,5934,,0.061728395,-0.001746667,0.059981728,0.061105155,278,6.29,152.17
284,279,153.21,3.99,2.53,-0.09,4.54,0.68,0.39,1.22,67.1,10.88,7.5,150.5,24.5,-53,2710,5936,,0.062222222,-0.001746667,0.060475556,0.061534021,279,7.33,153.21
285,284,154,4,2.54,-0.08,4.58,0.69,0.41,1.23,67.4,10.86,7.5,151.5,24,-53,2710,5937,,0.062962963,-0.001746667,0.061216296,0.06185567,284,8.12,154
286,281,154.9,4,2.53,-0.1,4.63,0.69,0.43,1.24,67.74,10.88,7.5,152.5,24,-53,2710,5939,,0.06345679,-0.001753333,0.061703457,0.062226804,281,9.02,154.9
287,287,155.83,4.11,2.54,-0.09,4.68,0.7,0.43,1.26,68.08,10.88,7.5,152.5,24.5,-53,2710,5941,,0.063209877,-0.001753333,0.061456543,0.062564948,287,9.95,155.83
288,287,156.68,4.11,2.52,-0.11,4.71,0.72,0.45,1.27,68.38,10.88,7.5,153.5,25.5,-53,2710,5942,,0.063209877,-0.001753333,0.061456543,0.062915464,287,10.8,156.68
289,290,157.55,4.11,2.53,-0.09,4.75,0.71,0.45,1.29,68.74,10.88,7.5,154.5,25,-53,2710,5944,,0.063950617,-0.001746667,0.062203951,0.063274227,290,11.67,157.55
290,288,158.32,4.11,2.53,-0.09,4.79,0.72,0.47,1.3,69.04,10.88,7.5,155.5,25,-50,2710,5945,,0.064444444,-0.001746667,0.062697778,0.063591753,288,12.44,158.32
291,289,159.1,4.11,2.52,-0.09,4.82,0.73,0.48,1.31,69.3,10.88,7.5,155,24.5,-53,2710,5947,,0.064444444,-0.00174,0.062704444,0.063913402,289,13.22,159.1
292,293,159.87,4.1,2.53,-0.11,4.87,0.73,0.49,1.33,69.62,10.88,7.5,156,26.5,-55,2710,5948,,0.063950617,-0.00176,0.062190617,0.064235052,293,13.99,159.87
293,293,160.64,4.11,2.53,-0.1,4.91,0.74,0.5,1.34,70.12,10.86,7.5,157,25.5,-53,2710,5950,,0.064938272,-0.001753333,0.063184938,0.064548454,293,14.76,160.64
294,293,161.52,4.21,2.53,-0.09,4.94,0.74,0.51,1.35,71.08,10.88,7.48,157.5,24.5,-50,2710,5951,,0.065679012,-0.001746667,0.063932346,0.064870103,293,15.64,161.52
295,291,162.28,4.22,2.53,-0.1,4.97,0.74,0.53,1.36,71.4,10.86,7.48,159,25.5,-53,2710,5953,,0.065925926,-0.001753333,0.064172593,0.065179381,291,16.4,162.28
296,293,163.05,4.21,2.53,-0.09,5,0.75,0.54,1.38,71.7,10.86,7.48,159.5,25,-53,2710,5955,,0.066419753,-0.001746667,0.064673086,0.065501031,293,17.17,163.05
297,295,163.92,4.21,2.53,-0.1,5.03,0.75,0.54,1.4,76.1,10.88,7.5,160,26,-55,2710,5956,,0.06617284,-0.001753333,0.064419506,0.065859794,295,18.04,163.92
298,296,164.68,4.21,2.53,-0.1,5.07,0.77,0.56,1.4,76.3,10.86,7.52,161,27,-53,2710,5958,,0.06617284,-0.001753333,0.064419506,0.066173196,296,18.8,164.68
299,296,165.37,4.32,2.52,-0.1,5.1,0.77,0.56,1.41,76.58,10.88,7.5,161.5,26.5,-53,2710,5959,,0.066666667,-0.001746667,0.06492,0.066412371,296,19.49,165.37
300,296,166.13,4.32,2.52,-0.1,5.14,0.78,0.58,1.42,76.88,10.86,7.54,162,26.5,-53,2711,1,,0.06691358,-0.001746667,0.065166914,0.066725773,296,20.25,166.13
301,297,166.91,4.32,2.53,-0.1,5.17,0.79,0.59,1.43,77.24,10.86,7.54,163,26.5,-53,2711,2,,0.067407407,-0.001753333,0.065654074,0.067047423,297,21.03,166.91
302,302,167.69,4.33,2.51,-0.09,5.22,0.79,0.61,1.44,100.36,10.84,7.52,164,26.5,-50,2711,4,,0.067901235,-0.001733333,0.066167901,0.067364948,302,21.81,167.69
303,302,168.37,4.35,2.51,-0.09,5.23,0.79,0.62,1.45,-5.1,10.84,7.56,164,26.5,-53,2711,5,,0.067901235,-0.001733333,0.066167901,0.067637113,302,22.49,168.37
304,303,169.11,4.43,2.53,-0.1,5.28,0.8,0.62,1.46,-21.08,10.82,7.62,164.5,23,-53,2711,7,,0.069876543,-0.001753333,0.06812321,0.067909278,303,23.23,169.11
305,301,169.8,4.44,2.53,-0.1,5.31,0.8,0.63,1.47,-20.74,10.84,7.56,165.5,22,-50,2711,8,,0.070864198,-0.001753333,0.069110864,0.068189691,301,23.92,169.8
306,301,170.59,4.42,2.53,-0.1,5.32,0.81,0.64,1.48,-20.3,10.82,7.6,166.5,24.5,-48,2711,10,,0.070123457,-0.001753333,0.068370123,0.068523711,301,24.71,170.59
307,306,171.25,4.42,2.53,-0.11,5.37,0.81,0.65,1.49,-20.2,10.8,7.62,167,28,-53,2711,11,,0.068641975,-0.00176,0.066881975,0.068795876,306,25.37,171.25
308,307,172.02,4.53,2.52,-0.11,5.41,0.82,0.67,1.51,-20.16,10.82,7.58,167.5,23,-50,2711,13,,0.071358025,-0.001753333,0.069604691,0.069068041,307,26.14,172.02
309,304,172.79,4.53,2.52,-0.1,5.46,0.83,0.69,1.51,-20.16,10.8,7.6,168.5,23,-50,2711,14,,0.071851852,-0.001746667,0.070105185,0.069385567,304,26.91,172.79
310,309,173.48,4.54,2.52,-0.1,5.48,0.83,0.69,1.52,10.64,10.8,7.64,169.5,66,-50,2711,16,,0.051111111,-0.001746667,0.049364444,0.069665979,309,27.6,173.48
311,308,174.25,4.53,2.53,-0.1,5.49,0.83,0.69,1.54,78.08,10.8,7.64,170.5,22.5,-50,2711,17,,0.07308642,-0.001753333,0.071333086,0.069987629,308,28.37,174.25
312,309,175.03,4.54,2.52,-0.1,5.51,0.83,0.7,1.56,78.36,10.8,7.64,171.5,22.5,-48,2711,19,,0.073580247,-0.001746667,0.07183358,0.070305155,309,29.15,175.03
313,312,175.79,4.63,2.53,-0.1,5.54,0.86,0.71,1.57,78.7,10.78,7.64,171.5,20,-50,2711,21,,0.074814815,-0.001753333,0.073061481,0.070581443,312,29.91,175.79
314,311,176.47,4.63,2.53,-0.1,5.61,0.85,0.73,1.57,78.98,10.78,7.64,172,22,-50,2711,22,,0.074074074,-0.001753333,0.072320741,0.070861856,311,30.59,176.47
315,312,177.25,4.63,2.53,-0.09,5.66,0.86,0.74,1.59,79.26,10.8,7.64,172.5,23,-50,2711,23,,0.07382716,-0.001746667,0.072080494,0.071183505,312,31.37,177.25
316,311,177.93,4.63,2.52,-0.11,5.7,0.88,0.76,1.6,79.56,10.8,7.64,173.5,24,-50,2711,25,,0.07382716,-0.001753333,0.072073827,0.071463918,311,32.05,177.93
317,310,178.65,4.66,2.53,-0.1,5.72,0.88,0.76,1.6,79.8,10.78,7.64,174,24,-50,2711,26,,0.074074074,-0.001753333,0.072320741,0.071748454,310,32.77,178.65
318,312,179.37,4.63,2.53,-0.1,5.74,0.9,0.77,1.61,80.06,10.78,7.64,174.5,24,-50,2711,28,,0.074320988,-0.001753333,0.072567654,0.072057732,312,33.49,179.37
319,308,180.15,4.63,2.53,-0.09,5.76,0.91,0.78,1.62,80.3,10.78,7.64,175,23.5,-50,2711,29,,0.074814815,-0.001746667,0.073068148,0.072379381,308,34.27,180.15
320,312,180.92,4.73,2.53,-0.1,5.79,0.91,0.8,1.64,80.54,10.78,7.64,176,32,-50,2711,31,,0.071111111,-0.001753333,0.069357778,0.07265567,312,35.04,180.92
321,315,181.58,4.72,2.53,-0.11,5.83,0.9,0.8,1.65,80.8,10.78,7.62,176,28,-50,2711,33,,0.07308642,-0.00176,0.07132642,0.072931959,315,35.7,181.58
322,318,182.28,4.73,2.54,-0.09,5.87,0.92,0.81,1.66,81.08,10.78,7.62,177,28,-53,2711,34,,0.073580247,-0.001753333,0.071826914,0.073216495,318,36.4,182.28
323,320,182.97,4.73,2.53,-0.1,5.9,0.92,0.83,1.66,81.32,10.76,7.62,178,28.5,-50,2711,36,,0.07382716,-0.001753333,0.072073827,0.073501031,320,37.09,182.97
324,319,183.72,4.73,2.53,-0.09,5.93,0.92,0.84,1.67,81.64,10.78,7.6,179,27.5,-53,2711,37,,0.074814815,-0.001746667,0.073068148,0.073810309,319,37.84,183.72
325,318,184.4,4.73,2.52,-0.09,5.96,0.93,0.85,1.68,81.88,10.8,7.62,179,27.5,-50,2711,39,,0.074814815,-0.00174,0.073074815,0.074090722,318,38.52,184.4
326,315,185.18,4.84,2.52,-0.09,5.97,0.95,0.86,1.7,82.18,10.78,7.6,180.5,28.5,-53,2711,40,,0.075061728,-0.00174,0.073321728,0.07436701,315,39.3,185.18
327,318,185.95,4.85,2.52,-0.1,6.01,0.95,0.87,1.71,82.44,10.78,7.58,181,27.5,-53,2711,42,,0.075802469,-0.001746667,0.074055802,0.074680412,318,40.07,185.95
328,319,186.63,4.83,2.52,-0.09,6.02,0.95,0.87,1.72,82.68,10.76,7.58,181.5,28,-53,2711,43,,0.075802469,-0.00174,0.074062469,0.074969072,319,40.75,186.63
329,318,187.31,4.84,2.52,-0.1,6.07,0.95,0.88,1.73,82.92,10.76,7.56,182.5,28,-55,2711,45,,0.076296296,-0.001746667,0.07454963,0.075245361,318,41.43,187.31
330,322,187.99,4.84,2.53,-0.08,6.09,0.96,0.9,1.74,83.2,10.78,7.56,184,28.5,-53,2711,46,,0.076790123,-0.00174,0.075050123,0.075525773,322,42.11,187.99
331,318,188.87,4.95,2.53,-0.09,6.17,0.98,0.95,1.78,83.56,10.78,7.58,184,29,-53,2711,48,,0.07654321,-0.001746667,0.074796543,0.075843299,318,42.99,188.87
332,322,189.54,4.95,2.53,-0.09,6.18,0.98,0.94,1.79,83.8,10.78,7.56,184,30,-53,2711,50,,0.076049383,-0.001746667,0.074302716,0.076119588,322,43.66,189.54
333,321,190.32,4.95,2.52,-0.1,6.22,0.99,0.96,1.82,84.06,10.78,7.54,186,30,-53,2711,51,,0.077037037,-0.001746667,0.07529037,0.076441237,321,44.44,190.32
334,324,191.1,4.93,2.53,-0.1,6.24,0.99,0.97,1.82,84.32,10.78,7.56,185.5,29,-53,2711,53,,0.077283951,-0.001753333,0.075530617,0.076771134,324,45.22,191.1
335,324,191.78,4.95,2.54,-0.1,6.27,1.01,0.98,1.83,84.58,10.78,7.56,186.5,30,-53,2711,55,,0.077283951,-0.00176,0.075523951,0.077043299,324,45.9,191.78
336,325,192.55,5.04,2.53,-0.09,6.3,1.01,0.99,1.84,84.88,10.78,7.56,186.5,31,-53,2711,56,,0.076790123,-0.001746667,0.075043457,0.077323711,325,46.67,192.55
337,329,193.23,5.06,2.53,-0.09,6.34,1.01,1,1.85,85.12,10.78,7.56,188,31,-53,2711,58,,0.077530864,-0.001746667,0.075784198,0.077595876,329,47.35,193.23
338,333,193.85,5.05,2.52,-0.11,6.36,1.02,1.01,1.86,85.38,10.8,7.56,189,31,-55,2711,59,,0.078024691,-0.001753333,0.076271358,0.07785567,333,47.97,193.85
339,335,194.6,5.05,2.53,-0.1,6.38,1.03,1.02,1.86,85.62,10.78,7.54,189,30,-48,2711,101,,0.078518519,-0.001753333,0.076765185,0.078164948,335,48.72,194.6
340,340,195.27,5.11,2.51,-0.1,6.4,1.04,1.02,1.87,85.86,10.78,7.56,189.5,29.5,-53,2711,102,,0.079012346,-0.00174,0.077272346,0.078416495,340,49.39,195.27
341,345,195.86,5.16,2.52,-0.1,6.4,1.05,1.04,1.87,86.06,10.8,7.56,190,30.5,-55,2711,104,,0.078765432,-0.001746667,0.077018765,0.078639175,345,49.98,195.86
342,348,196.55,5.16,2.54,-0.09,6.42,1.06,1.04,1.88,86.34,10.78,7.56,191,30.5,-53,2711,106,,0.079259259,-0.001753333,0.077505926,0.078923711,348,50.67,196.55
343,353,197.23,5.15,2.53,-0.1,6.45,1.06,1.05,1.88,86.56,10.78,7.56,192,30,-53,2711,107,,0.08,-0.001753333,0.078246667,0.079208247,353,51.35,197.23
344,345,197.81,5.15,2.53,-0.09,6.45,1.07,1.05,1.89,86.78,10.78,7.54,192.5,29.5,-55,2711,109,,0.080493827,-0.001746667,0.07874716,0.079447423,345,51.93,197.81
345,327,198.58,5.26,2.52,-0.09,6.53,1.06,1.07,1.93,87,10.76,7.56,193,30,-53,2711,110,,0.080493827,-0.00174,0.078753827,0.079719588,327,52.7,198.58
346,329,199.19,5.25,2.53,-0.09,6.58,1.06,1.08,1.94,87.24,10.76,7.56,193,29.5,-53,2711,112,,0.080740741,-0.001746667,0.078994074,0.079975258,329,53.31,199.19
347,329,199.87,5.25,2.53,-0.09,6.61,1.07,1.1,1.96,87.42,10.76,7.58,194.5,30,-55,2711,113,,0.081234568,-0.001746667,0.079487901,0.08025567,329,53.99,199.87
348,328,200.44,5.26,2.53,-0.09,6.64,1.08,1.1,1.96,87.6,10.74,7.6,194,30,-53,2711,114,,0.080987654,-0.001746667,0.079240988,0.080486598,328,54.56,200.44
349,328,201.06,5.27,2.52,-0.11,6.68,1.08,1.11,1.97,87.82,10.76,7.6,195.5,30.5,-50,2711,116,,0.081481481,-0.001753333,0.079728148,0.080738144,328,55.18,201.06
350,331,201.73,5.36,2.51,-0.1,6.72,1.09,1.12,1.99,88.08,10.76,7.56,196.5,31.5,-55,2711,117,,0.081481481,-0.00174,0.079741481,0.08097732,331,55.85,201.73
351,329,202.31,5.36,2.52,-0.09,6.74,1.09,1.14,2,88.34,10.76,7.54,197,31.5,-53,2711,119,,0.081728395,-0.00174,0.079988395,0.081216495,329,56.43,202.31
352,327,202.99,5.36,2.52,-0.09,6.76,1.1,1.13,2,88.52,10.76,7.54,197.5,32,-50,2711,120,,0.081728395,-0.00174,0.079988395,0.081496907,327,57.11,202.99
353,330,203.56,5.37,2.51,-0.1,6.8,1.1,1.15,2.01,88.74,10.76,7.54,198.5,32,-53,2711,122,,0.082222222,-0.00174,0.080482222,0.081727835,330,57.68,203.56
354,330,204.16,5.37,2.52,-0.1,6.83,1.11,1.16,2.02,88.96,10.76,7.54,199,32,-50,2711,123,,0.082469136,-0.001746667,0.080722469,0.081975258,330,58.28,204.16
355,328,204.74,5.47,2.51,-0.1,6.86,1.11,1.18,2.03,89.2,10.76,7.54,199.5,32.5,-55,2711,125,,0.082469136,-0.00174,0.080729136,0.082173196,328,58.86,204.74
356,333,205.35,5.48,2.52,-0.1,6.88,1.12,1.19,2.04,89.44,10.74,7.54,199.5,33.5,-55,2711,126,,0.081975309,-0.001746667,0.080228642,0.082420619,333,59.47,205.35
357,337,206.01,5.48,2.52,-0.1,6.89,1.12,1.19,2.05,89.66,10.76,7.52,200,32.5,-53,2711,128,,0.082716049,-0.001746667,0.080969383,0.082692784,337,60.13,206.01
358,337,206.61,5.47,2.52,-0.11,6.9,1.12,1.19,2.06,89.82,10.74,7.54,201,32.5,-53,2711,129,,0.083209877,-0.001753333,0.081456543,0.08294433,337,60.73,206.61
359,337,207.28,5.48,2.51,-0.11,6.92,1.13,1.21,2.08,90.04,10.76,7.54,201.5,32.5,-53,2711,131,,0.08345679,-0.001746667,0.081710123,0.083216495,337,61.4,207.28
360,324,207.97,5.57,2.57,-0.11,7.07,1.13,1.22,2.14,90.2,10.76,7.54,203,31.5,-50,2711,132,,0.084691358,-0.001786667,0.082904691,0.083463918,324,62.09,207.97
361,320,208.37,5.57,2.56,-0.09,7.07,1.13,1.36,2.14,90.26,10.76,7.54,203,31.5,-53,2711,135,,0.084691358,-0.001766667,0.082924691,0.083628866,320,62.49,208.37
362,290,208.46,5.77,2.51,-0.1,7.12,1.14,1.5,2.14,0,10.66,7.92,201.5,32.5,-50,2711,1328,,0.08345679,-0.00174,0.08171679,0.083583505,290,62.58,208.46,83.01
363,290,208.46,5.76,2.52,-0.08,7.12,1.12,1.5,2.14,0,10.64,7.9,202,28,-50,2711,1437,,0.085925926,-0.001733333,0.084192593,0.083587629,290,-20.43,125.45,208.46
364,290,208.46,5.76,2.52,-0.07,7.12,1.12,1.49,2.15,0,10.66,7.92,202,30.5,-50,2711,1459,,0.084691358,-0.001726667,0.082964691,0.083587629,290,-20.43,125.45,208.46
365,297,209.12,5.77,2.53,-0.1,7.14,1.12,1.51,2.14,0,10.64,7.92,202.5,30.5,-55,2711,1501,,0.084938272,-0.001753333,0.083184938,0.08385567,297,-19.77,126.11,209.12
366,300,210.01,5.77,2.53,-0.1,7.16,1.12,1.52,2.15,0,10.64,7.9,203.5,30.5,-53,2711,1503,,0.085432099,-0.001753333,0.083678765,0.08422268,300,-18.88,127,210.01
367,302,210.86,5.78,2.53,-0.1,7.18,1.11,1.54,2.16,0,10.64,7.92,204.5,30,-53,2711,1504,,0.08617284,-0.001753333,0.084419506,0.084569072,302,-18.03,127.85,210.86
368,309,211.73,5.76,2.54,-0.11,7.24,1.12,1.55,2.18,0,10.64,7.9,206,30.5,-50,2711,1506,,0.086666667,-0.001766667,0.0849,0.084936082,309,-17.16,128.72,211.73
369,312,212.48,5.88,2.53,-0.1,7.28,1.13,1.55,2.19,0,10.64,7.9,206.5,31,-53,2711,1507,,0.086666667,-0.001753333,0.084913333,0.085195876,312,-16.41,129.47,212.48
370,312,213.35,5.89,2.52,-0.1,7.34,1.13,1.57,2.19,0,10.64,7.92,206.5,32,-50,2711,1509,,0.08617284,-0.001746667,0.084426173,0.085550515,312,-15.54,130.34,213.35
371,313,214.12,5.87,2.53,-0.1,7.38,1.12,1.56,2.2,0,10.62,7.9,208,32.5,-53,2711,1511,,0.086666667,-0.001753333,0.084913333,0.085876289,313,-14.77,131.11,214.12
372,315,214.99,5.88,2.54,-0.1,7.43,1.13,1.58,2.21,0,10.64,7.92,208.5,32,-53,2711,1512,,0.087160494,-0.00176,0.085400494,0.086230928,315,-13.9,131.98,214.99
373,320,215.76,5.89,2.56,-0.1,7.47,1.14,1.6,2.23,0,10.64,7.9,210,32,-50,2711,1514,,0.087901235,-0.001773333,0.086127901,0.08654433,320,-13.13,132.75,215.76
374,322,216.52,5.88,2.55,-0.11,7.51,1.14,1.6,2.24,0,10.64,7.9,210,32,-50,2711,1515,,0.087901235,-0.001773333,0.086127901,0.086861856,322,-12.37,133.51,216.52
375,323,217.3,5.94,2.55,-0.1,7.54,1.15,1.62,2.25,0,10.62,7.92,210.5,32,-50,2711,1517,,0.088148148,-0.001766667,0.086381481,0.087158763,323,-11.59,134.29,217.3
376,323,218.07,5.89,2.56,-0.1,7.57,1.16,1.62,2.27,0,10.62,7.9,212.5,32,-53,2711,1518,,0.089135802,-0.001773333,0.087362469,0.087496907,323,-10.82,135.06,218.07
377,321,218.84,5.89,2.57,-0.1,7.61,1.16,1.63,2.28,0,10.64,7.9,212.5,32.5,-50,2711,1520,,0.088888889,-0.00178,0.087108889,0.087814433,321,-10.05,135.83,218.84
378,322,219.61,5.89,2.58,-0.1,7.66,1.16,1.64,2.29,0,10.64,7.92,213.5,32,-50,2711,1522,,0.08962963,-0.001786667,0.087842963,0.088131959,322,-9.28,136.6,219.61
379,323,220.47,5.98,2.57,-0.09,7.71,1.17,1.65,2.3,0,10.64,7.9,214,33,-53,2711,1523,,0.089382716,-0.001773333,0.087609383,0.088449485,323,-8.42,137.46,220.47
380,329,221.24,5.99,2.57,-0.1,7.76,1.18,1.67,2.33,0,10.62,7.9,214.5,33.5,-53,2711,1525,,0.089382716,-0.00178,0.087602716,0.088762887,329,-7.65,138.23,221.24
381,330,222.01,5.99,2.6,-0.1,7.79,1.19,1.67,2.33,0,10.64,7.92,216,33.5,-53,2711,1526,,0.090123457,-0.0018,0.088323457,0.089080412,330,-6.88,139,222.01
382,330,222.89,6,2.61,-0.1,7.84,1.19,1.7,2.34,0,10.64,7.92,216.5,35.5,-50,2711,1528,,0.089382716,-0.001806667,0.087576049,0.089439175,330,-6,139.88,222.89
383,332,223.57,6,2.62,-0.1,7.87,1.2,1.7,2.36,0,10.64,7.9,217,35.5,-50,2711,1530,,0.08962963,-0.001813333,0.087816296,0.089719588,332,-5.32,140.56,223.57
384,331,224.31,6.1,2.63,-0.1,7.91,1.21,1.72,2.37,0,10.64,7.9,217.5,36,-53,2711,1531,,0.08962963,-0.00182,0.08780963,0.089983505,331,-4.58,141.3,224.31
385,332,225.08,6.1,2.63,-0.1,7.94,1.21,1.73,2.38,0,10.64,7.92,219,35.5,-53,2711,1533,,0.090617284,-0.00182,0.088797284,0.090301031,332,-3.81,142.07,225.08
386,333,225.85,6.1,2.63,-0.11,7.99,1.22,1.74,2.39,0,10.64,7.92,219,36,-50,2711,1535,,0.09037037,-0.001826667,0.088543704,0.090618557,333,-3.04,142.84,225.85
387,334,226.52,6.1,2.63,-0.1,8.03,1.22,1.75,2.41,0,10.64,7.92,220,35,-53,2711,1536,,0.091358025,-0.00182,0.089538025,0.090894845,334,-2.37,143.51,226.52
388,334,227.29,6.21,2.63,-0.1,8.05,1.22,1.78,2.42,0,10.66,7.92,220.5,34.5,-53,2711,1538,,0.091851852,-0.00182,0.090031852,0.09116701,334,-1.6,144.28,227.29
389,334,227.96,6.2,2.63,-0.1,8.09,1.24,1.79,2.43,0,10.64,7.92,221,34.5,-50,2711,1540,,0.092098765,-0.00182,0.090278765,0.091447423,334,-0.93,144.95,227.96
390,337,228.63,6.21,2.63,-0.09,8.12,1.24,1.79,2.43,0,10.62,7.9,221,34.5,-50,2711,1541,,0.092098765,-0.001813333,0.090285432,0.091719588,337,-0.26,145.62,228.63
391,337,229.4,6.2,2.64,-0.09,8.15,1.24,1.81,2.44,0,10.64,7.92,222,35,-50,2711,1543,,0.092345679,-0.00182,0.090525679,0.092041237,337,0.51,146.39,229.4
