ステップ,荷重0,変位計1,変位計2,変位計3,変位計4,変位計5,変位計6,変位計7,変位計8,変位計9,変位計10,変位計11,変位計12,変位計13,荷重14,日時,分秒,,γ,θ,γ0,γ1-2,,変位計1
392,337,230.08,6.21,2.64,-0.09,8.19,1.25,1.82,2.45,0,10.62,7.9,223,37,-50,2711,1544,,0.091851852,-0.00182,0.090031852,0.092317526,337,1.19,147.07,230.08
393,337,230.75,6.31,2.64,-0.1,8.22,1.26,1.84,2.47,0,10.64,7.9,224,37,-50,2711,1546,,0.092345679,-0.001826667,0.090519012,0.092552577,337,1.86,147.74,230.75
394,338,231.46,6.3,2.65,-0.09,8.25,1.26,1.85,2.48,0,10.64,7.9,224,36.5,-50,2711,1548,,0.092592593,-0.001826667,0.090765926,0.092849485,338,2.57,148.45,231.46
395,339,232.19,6.31,2.63,-0.09,8.28,1.26,1.89,2.49,0,10.64,7.9,224.5,36.5,-50,2711,1549,,0.092839506,-0.001813333,0.091026173,0.093146392,339,3.3,149.18,232.19
396,339,232.78,6.31,2.63,-0.09,8.31,1.26,1.92,2.5,0,10.62,7.92,225.5,37,-50,2711,1551,,0.09308642,-0.001813333,0.091273086,0.093389691,339,3.89,149.77,232.78
397,341,233.45,6.31,2.64,-0.1,8.35,1.27,1.92,2.5,0,10.62,7.9,226.5,37.5,-50,2711,1553,,0.093333333,-0.001826667,0.091506667,0.093665979,341,4.56,150.44,233.45
398,341,234.12,6.42,2.63,-0.09,8.4,1.31,1.94,2.52,0,10.62,7.9,227.5,38,-53,2711,1554,,0.093580247,-0.001813333,0.091766914,0.093896907,341,5.23,151.11,234.12
399,342,234.7,6.42,2.64,-0.09,8.42,1.3,1.94,2.53,0,10.64,7.9,228,38.5,-50,2711,1556,,0.093580247,-0.00182,0.091760247,0.094136082,342,5.81,151.69,234.7
400,346,235.37,6.42,2.63,-0.1,8.48,1.31,1.96,2.53,0,10.64,7.92,228.5,39,-53,2711,1557,,0.093580247,-0.00182,0.091760247,0.094412371,346,6.48,152.36,235.37
401,344,236.04,6.42,2.64,-0.1,8.52,1.32,1.98,2.54,0,10.62,7.9,229,37.5,-50,2711,1559,,0.094567901,-0.001826667,0.092741235,0.09468866,344,7.15,153.03,236.04
402,345,236.66,6.42,2.64,-0.09,8.55,1.32,1.99,2.55,0,10.62,7.92,229.5,37,-53,2711,1601,,0.095061728,-0.00182,0.093241728,0.09494433,345,7.77,153.65,236.66
403,350,237.28,6.52,2.62,-0.11,8.58,1.33,1.99,2.55,0,10.64,7.92,229.5,37,-48,2711,1602,,0.095061728,-0.00182,0.093241728,0.095158763,350,8.39,154.27,237.28
404,348,237.97,6.54,2.62,-0.09,8.61,1.34,2.01,2.56,0,10.6,7.88,230.5,37.5,-50,2711,1604,,0.095308642,-0.001806667,0.093501975,0.095435052,348,9.08,154.96,237.97
405,350,238.54,6.52,2.64,-0.1,8.64,1.34,2.03,2.56,0,10.62,7.9,230.5,37,-53,2711,1605,,0.095555556,-0.001826667,0.093728889,0.095678351,350,9.65,155.53,238.54
406,349,239.12,6.53,2.63,-0.09,8.67,1.35,2.05,2.58,0,10.62,7.9,231.5,36.5,-50,2711,1607,,0.096296296,-0.001813333,0.094482963,0.095913402,349,10.23,156.11,239.12
407,349,239.8,6.63,2.63,-0.1,8.7,1.35,2.06,2.59,0,10.62,7.9,232.5,36.5,-53,2711,1609,,0.096790123,-0.00182,0.094970123,0.096152577,349,10.91,156.79,239.8
408,351,240.37,6.64,2.62,-0.09,8.73,1.37,2.08,2.6,0,10.64,7.92,233.5,38,-53,2711,1610,,0.09654321,-0.001806667,0.094736543,0.096383505,351,11.48,157.36,240.37
409,352,240.97,6.63,2.63,-0.09,8.77,1.36,2.09,2.61,0,10.62,7.92,234,37,-53,2711,1612,,0.097283951,-0.001813333,0.095470617,0.096635052,352,12.08,157.96,240.97
410,353,241.63,6.63,2.63,-0.09,8.79,1.37,2.09,2.61,0,10.62,7.92,234,37.5,-50,2711,1613,,0.097037037,-0.001813333,0.095223704,0.096907216,353,12.74,158.62,241.63
411,355,242.2,6.62,2.63,-0.1,8.81,1.4,2.11,2.62,0,10.6,7.9,235,37.5,-53,2711,1615,,0.097530864,-0.00182,0.095710864,0.097146392,355,13.31,159.19,242.2
412,354,242.78,6.73,2.63,-0.09,8.84,1.4,2.12,2.62,0,10.62,7.92,235,37,-50,2711,1617,,0.097777778,-0.001813333,0.095964444,0.097340206,354,13.89,159.77,242.78
413,355,243.36,6.74,2.62,-0.09,8.86,1.4,2.13,2.63,0,10.62,7.9,235.5,37.5,-50,2711,1618,,0.097777778,-0.001806667,0.095971111,0.097575258,355,14.47,160.35,243.36
414,355,243.93,6.74,2.62,-0.09,8.9,1.41,2.15,2.64,0,10.62,7.9,236,37.5,-50,2711,1620,,0.098024691,-0.001806667,0.096218025,0.097810309,355,15.04,160.92,243.93
415,352,244.61,6.73,2.63,-0.09,8.92,1.41,2.17,2.65,0,10.62,7.9,236,38,-53,2711,1621,,0.097777778,-0.001813333,0.095964444,0.098094845,352,15.72,161.6,244.61
416,352,245.2,6.75,2.62,-0.09,8.95,1.42,2.18,2.67,0,10.62,7.9,236.5,38,-50,2711,1623,,0.098024691,-0.001806667,0.096218025,0.098329897,352,16.31,162.19,245.2
417,355,245.86,6.84,2.63,-0.09,8.98,1.42,2.19,2.67,0,10.6,7.88,237.5,38,-53,2711,1625,,0.098518519,-0.001813333,0.096705185,0.098564948,355,16.97,162.85,245.86
418,353,246.44,6.84,2.63,-0.09,9.01,1.43,2.2,2.68,0,10.62,7.9,238.5,38,-50,2711,1626,,0.099012346,-0.001813333,0.097199012,0.098804124,353,17.55,163.43,246.44
419,355,247.02,6.84,2.64,-0.09,9.05,1.43,2.2,2.68,0,10.6,7.9,239,38,-53,2711,1628,,0.099259259,-0.00182,0.097439259,0.099043299,355,18.13,164.01,247.02
420,357,247.6,6.83,2.63,-0.09,9.08,1.43,2.23,2.69,0,10.6,7.9,238,37,-53,2711,1629,,0.099259259,-0.001813333,0.097445926,0.099286598,357,18.71,164.59,247.6
421,357,248.19,6.88,2.63,-0.09,9.12,1.44,2.25,2.71,0,10.6,7.9,239.5,38,-50,2711,1631,,0.099506173,-0.001813333,0.09769284,0.099509278,357,19.3,165.18,248.19
422,356,248.81,6.94,2.63,-0.08,9.14,1.44,2.26,2.71,0,10.58,7.9,240.5,37.5,-50,2711,1632,,0.100246914,-0.001806667,0.098440247,0.099740206,356,19.92,165.8,248.81
423,359,249.35,6.93,2.62,-0.09,9.18,1.45,2.26,2.71,0,10.62,7.9,240.5,37.5,-50,2711,1634,,0.100246914,-0.001806667,0.098440247,0.09996701,359,20.46,166.34,249.35
424,364,251.56,7.05,2.63,-0.09,9.33,1.47,2.31,2.74,0,10.6,7.9,243,38,-50,2711,1640,,0.101234568,-0.001813333,0.099421235,0.100828866,364,22.67,168.55,251.56
425,362,253.1,7.05,2.63,-0.08,9.4,1.5,2.34,2.77,0,10.58,7.9,244.5,36.5,-50,2711,1644,,0.102716049,-0.001806667,0.100909383,0.101463918,362,24.21,170.09,253.1
426,365,254.83,7.14,2.64,-0.08,9.49,1.51,2.38,2.79,0,10.58,7.9,246,37.5,-53,2711,1648,,0.102962963,-0.001813333,0.10114963,0.102140206,365,25.94,171.82,254.83
427,368,256,7.14,2.65,-0.07,9.54,1.52,2.41,2.8,0,10.58,7.9,248,38,-50,2711,1652,,0.103703704,-0.001813333,0.10189037,0.10262268,368,27.11,172.99,256
428,366,257.25,7.16,2.64,-0.08,9.6,1.52,2.42,2.82,0,10.54,7.9,248,37.5,-50,2711,1655,,0.103950617,-0.001813333,0.102137284,0.103129897,366,28.36,174.24,257.25
429,366,258.51,7.25,2.64,-0.09,9.65,1.52,2.46,2.84,0,10.56,7.9,249.5,37.5,-50,2711,1658,,0.104691358,-0.00182,0.102871358,0.103612371,366,29.62,175.5,258.51
430,368,259.48,7.24,2.65,-0.07,9.71,1.54,2.48,2.85,0,10.56,7.92,250,38.5,-53,2711,1701,,0.104444444,-0.001813333,0.102631111,0.104016495,368,30.59,176.47,259.48
431,369,260.44,7.34,2.64,-0.08,9.75,1.54,2.49,2.86,0,10.54,7.9,252,38,-53,2711,1703,,0.105679012,-0.001813333,0.103865679,0.104371134,369,31.55,177.43,260.44
432,370,261.38,7.35,2.64,-0.08,9.8,1.56,2.51,2.88,0,10.56,7.86,252,37,-53,2711,1706,,0.10617284,-0.001813333,0.104359506,0.104754639,370,32.49,178.37,261.38
433,372,262.28,7.36,2.64,-0.09,9.85,1.56,2.53,2.88,0,10.56,7.9,253.5,37.5,-55,2711,1708,,0.106666667,-0.00182,0.104846667,0.105121649,372,33.39,179.27,262.28
434,372,263.15,7.46,2.63,-0.08,9.9,1.59,2.57,2.9,0,10.56,7.9,253.5,39.5,-50,2711,1711,,0.105679012,-0.001806667,0.103872346,0.105439175,372,34.26,180.14,263.15
435,373,264.11,7.46,2.63,-0.09,9.94,1.61,2.57,2.91,0,10.56,7.9,255.5,39.5,-50,2711,1713,,0.106666667,-0.001813333,0.104853333,0.105835052,373,35.22,181.1,264.11
436,373,265.08,7.46,2.63,-0.09,9.99,1.61,2.59,2.93,0,10.58,7.92,255,40.5,-48,2711,1716,,0.105925926,-0.001813333,0.104112593,0.106235052,373,36.19,182.07,265.08
437,375,266.17,7.57,2.63,-0.09,10.04,1.62,2.61,2.95,0,10.56,7.9,256,40,-53,2711,1719,,0.106666667,-0.001813333,0.104853333,0.106639175,375,37.28,183.16,266.17
438,375,267.21,7.56,2.63,-0.1,10.13,1.64,2.64,2.96,0,10.56,7.9,257.5,40.5,-53,2711,1722,,0.107160494,-0.00182,0.105340494,0.107072165,375,38.32,184.2,267.21
439,377,268.09,7.57,2.62,-0.1,10.18,1.65,2.7,2.96,0,10.58,7.92,258.5,41,-53,2711,1724,,0.107407407,-0.001813333,0.105594074,0.107430928,377,39.2,185.08,268.09
440,382,269.06,7.67,2.63,-0.08,10.21,1.64,2.72,2.98,0,10.54,7.9,258.5,40.5,-50,2711,1727,,0.107654321,-0.001806667,0.105847654,0.107789691,382,40.17,186.05,269.06
441,380,269.98,7.67,2.62,-0.1,10.26,1.65,2.74,2.99,0,10.56,7.92,260,40,-53,2711,1729,,0.108641975,-0.001813333,0.106828642,0.108169072,380,41.09,186.97,269.98
442,378,270.9,7.67,2.62,-0.09,10.31,1.69,2.75,3,0,10.56,7.9,261.5,39,-50,2711,1732,,0.109876543,-0.001806667,0.108069877,0.108548454,378,42.01,187.89,270.9
443,379,271.88,7.77,2.63,-0.09,10.34,1.69,2.77,3.03,0,10.54,7.9,261.5,38.5,-50,2711,1735,,0.110123457,-0.001813333,0.108310123,0.10891134,379,42.99,188.87,271.88
444,382,272.93,7.77,2.62,-0.07,10.4,1.69,2.79,3.03,0,10.54,7.9,262.5,39,-50,2711,1737,,0.11037037,-0.001793333,0.108577037,0.10934433,382,44.04,189.92,272.93
445,382,274,7.78,2.63,-0.09,10.46,1.7,2.81,3.05,0,10.56,7.9,263.5,40,-55,2711,1740,,0.11037037,-0.001813333,0.108557037,0.109781443,382,45.11,190.99,274
446,386,276.14,7.89,2.62,-0.1,10.56,1.73,2.85,3.09,0,10.56,7.9,265.5,40.5,-50,2711,1746,,0.111111111,-0.001813333,0.109297778,0.110618557,386,47.25,193.13,276.14
447,391,278.66,7.99,2.62,-0.11,10.7,1.74,2.9,3.14,0,10.56,7.9,268,41,-50,2711,1753,,0.112098765,-0.00182,0.110278765,0.111616495,391,49.77,195.65,278.66
448,395,280.82,8.1,2.62,-0.12,10.77,1.76,2.93,3.16,0,10.56,7.9,270.5,42,-50,2711,1759,,0.112839506,-0.001826667,0.11101284,0.112461856,395,51.93,197.81,280.82
449,398,282.56,8.1,2.61,-0.13,10.86,1.79,2.96,3.19,0,10.58,7.9,271.5,41,-53,2711,1804,,0.11382716,-0.001826667,0.112000494,0.113179381,398,53.67,199.55,282.56
450,397,285.98,8.3,2.62,-0.1,11.04,1.82,3.02,3.26,0,10.54,7.92,274.5,41.5,-50,2711,1814,,0.115061728,-0.001813333,0.113248395,0.114507216,397,57.09,202.97,285.98
451,399,287.45,8.31,2.63,-0.12,11.11,1.82,3.06,3.28,0,10.54,7.9,276,42,-53,2711,1819,,0.115555556,-0.001833333,0.113722222,0.115109278,399,58.56,204.44,287.45
452,403,288.82,8.4,2.62,-0.11,11.18,1.83,3.07,3.3,0,10.54,7.88,278,42,-50,2711,1822,,0.11654321,-0.00182,0.11472321,0.115637113,403,59.93,205.81,288.82
453,405,290.58,8.41,2.63,-0.11,11.27,1.84,3.1,3.32,0,10.54,7.9,280,41.5,-48,2711,1828,,0.117777778,-0.001826667,0.115951111,0.116358763,405,61.69,207.57,290.58
454,405,292.44,8.51,2.62,-0.1,11.38,1.88,3.15,3.35,0,10.54,7.9,280.5,41,-53,2711,1833,,0.118271605,-0.001813333,0.116458272,0.117084536,405,63.55,209.43,292.44
455,408,293.72,8.5,2.62,-0.11,11.48,1.89,3.2,3.38,0,10.54,7.88,282,42,-50,2711,1837,,0.118518519,-0.00182,0.116698519,0.117616495,408,64.83,210.71,293.72
456,412,294.69,8.61,2.63,-0.11,11.52,1.9,3.2,3.4,0,10.54,7.9,283.5,41.5,-53,2711,1840,,0.119506173,-0.001826667,0.117679506,0.117971134,412,65.8,211.68,294.69
457,411,295.96,8.61,2.62,-0.11,11.58,1.91,3.24,3.41,0,10.52,7.88,284,41,-53,2711,1843,,0.12,-0.00182,0.11818,0.118494845,411,67.07,212.95,295.96
458,408,296.65,8.6,2.62,-0.09,11.62,1.91,3.24,3.43,0,10.52,7.88,285,41,-50,2711,1847,,0.120493827,-0.001806667,0.11868716,0.118783505,408,67.76,213.64,296.65
459,389,296.65,8.82,2.61,-0.24,11.65,1.93,3.28,3.43,0,10.54,7.9,284,43.5,-50,2711,1947,,0.118765432,-0.0019,0.116865432,0.118692784,389,67.76,213.64,296.65
460,361,295.47,8.73,2.63,-0.11,11.64,1.92,3.29,3.44,0,10.54,7.9,282.5,44,-50,2711,1950,,0.117777778,-0.001826667,0.115951111,0.118243299,361,66.58,212.46,295.47
461,353,294.39,8.73,2.62,-0.12,11.63,1.94,3.27,3.44,0,10.54,7.9,281.5,44,-53,2711,1953,,0.117283951,-0.001826667,0.115457284,0.117797938,353,65.5,211.38,294.39
462,346,293.42,8.73,2.62,-0.1,11.6,1.93,3.26,3.43,0,10.52,7.9,280.5,43,-53,2711,1956,,0.117283951,-0.001813333,0.115470617,0.117397938,346,64.53,210.41,293.42
463,340,292.54,8.72,2.62,-0.12,11.59,1.93,3.25,3.43,0,10.52,7.9,280,42,-50,2711,1958,,0.117530864,-0.001826667,0.115704198,0.117039175,340,63.65,209.53,292.54
464,333,291.56,8.69,2.62,-0.11,11.57,1.92,3.23,3.43,0,10.52,7.9,278.5,41,-58,2711,2000,,0.117283951,-0.00182,0.115463951,0.116647423,333,62.67,208.55,291.56
465,325,290.28,8.62,2.63,-0.11,11.55,1.91,3.22,3.42,0,10.54,7.88,277.5,41,-53,2711,2003,,0.116790123,-0.001826667,0.114963457,0.116148454,325,61.39,207.27,290.28
466,322,289.3,8.62,2.64,-0.1,11.51,1.91,3.2,3.42,0,10.54,7.86,277.5,40.5,-53,2711,2006,,0.117037037,-0.001826667,0.11521037,0.11574433,322,60.41,206.29,289.3
467,315,288.23,8.6,2.64,-0.1,11.48,1.89,3.18,3.41,0,10.52,7.88,275.5,41.5,-55,2711,2008,,0.115555556,-0.001826667,0.113728889,0.11531134,315,59.34,205.22,288.23
468,307,286.32,8.61,2.65,-0.1,11.4,1.89,3.16,3.39,0,10.52,7.88,274.5,39.5,-50,2711,2013,,0.116049383,-0.001833333,0.114216049,0.114519588,307,57.43,203.31,286.32
469,297,284.03,8.5,2.63,-0.11,11.28,1.88,3.13,3.37,0,10.5,7.88,272.5,39.5,-55,2711,2019,,0.115061728,-0.001826667,0.113235062,0.113620619,297,55.14,201.02,284.03
470,285,281.59,8.48,2.64,-0.09,11.14,1.87,3.1,3.36,0,10.52,7.88,270.5,39.5,-53,2711,2024,,0.114074074,-0.00182,0.112254074,0.11262268,285,52.7,198.58,281.59
471,276,279.06,8.44,2.63,-0.1,10.98,1.86,3.04,3.33,0,10.52,7.92,267.5,39.5,-53,2711,2030,,0.112592593,-0.00182,0.110772593,0.111595876,276,50.17,196.05,279.06
472,270,277.4,8.4,2.63,-0.11,10.88,1.85,3.02,3.31,0,10.52,7.9,266,39,-55,2711,2033,,0.112098765,-0.001826667,0.110272099,0.110927835,270,48.51,194.39,277.4
473,260,275.47,8.41,2.64,-0.09,10.75,1.85,2.99,3.29,0,10.52,7.88,265,40,-55,2711,2037,,0.111111111,-0.00182,0.109291111,0.110127835,260,46.58,192.46,275.47
474,255,273.91,8.4,2.63,-0.09,10.65,1.84,2.98,3.27,0,10.5,7.88,262.5,39,-53,2711,2041,,0.11037037,-0.001813333,0.108557037,0.10948866,255,45.02,190.9,273.91
475,252,272.45,8.3,2.64,-0.08,10.54,1.84,2.96,3.25,0,10.52,7.9,261,38.5,-50,2711,2044,,0.109876543,-0.001813333,0.10806321,0.108927835,252,43.56,189.44,272.45
476,247,271.19,8.3,2.64,-0.1,10.46,1.83,2.94,3.23,0,10.5,7.92,259.5,38.5,-55,2711,2047,,0.109135802,-0.001826667,0.107309136,0.108408247,247,42.3,188.18,271.19
477,242,269.53,8.3,2.64,-0.1,10.4,1.82,2.92,3.21,0,10.52,7.88,258.5,38,-50,2711,2051,,0.108888889,-0.001826667,0.107062222,0.107723711,242,40.64,186.52,269.53
478,238,268.38,8.3,2.63,-0.1,10.33,1.82,2.91,3.21,0,10.52,7.9,257.5,38.5,-55,2711,2053,,0.108148148,-0.00182,0.106328148,0.107249485,238,39.49,185.37,268.38
479,235,267.12,8.3,2.63,-0.09,10.24,1.82,2.9,3.18,0,10.52,7.9,256,38,-50,2711,2056,,0.107654321,-0.001813333,0.105840988,0.106729897,235,38.23,184.11,267.12
480,230,265.85,8.2,2.63,-0.09,10.16,1.82,2.88,3.17,0,10.52,7.9,254.5,38.5,-55,2711,2059,,0.106666667,-0.001813333,0.104853333,0.106247423,230,36.96,182.84,265.85
481,226,264.5,8.2,2.52,-0.09,10.08,1.82,2.86,3.16,0,10.52,7.9,254,39,-53,2711,2102,,0.10617284,-0.00174,0.10443284,0.105690722,226,35.61,181.49,264.5
482,220,263.14,8.2,2.54,-0.09,9.96,1.81,2.85,3.15,0,10.54,7.9,252.5,38.5,-55,2711,2105,,0.105679012,-0.001753333,0.103925679,0.105129897,220,34.25,180.13,263.14
483,223,261.12,8.2,2.51,-0.08,9.88,1.78,2.81,3.12,0,10.54,7.9,250,38,-53,2711,2109,,0.104691358,-0.001726667,0.102964691,0.104296907,223,32.23,178.11,261.12
484,221,259.76,8.08,2.53,-0.06,9.84,1.78,2.79,3.12,0,10.54,7.9,249,38,-53,2711,2113,,0.104197531,-0.001726667,0.102470864,0.103785567,221,30.87,176.75,259.76
485,218,259.09,8.09,2.52,-0.06,9.81,1.77,2.78,3.11,0,10.54,7.9,248.5,37.5,-53,2711,2115,,0.104197531,-0.00172,0.102477531,0.103505155,218,30.2,176.08,259.09
486,216,258.8,8.07,2.53,-0.06,9.78,1.78,2.78,3.1,0,10.52,7.92,248.5,37.5,-50,2711,2119,,0.104197531,-0.001726667,0.102470864,0.103393814,216,29.91,175.79,258.8
487,209,255.99,8.08,2.52,-0.07,9.61,1.78,2.75,3.09,0,10.52,7.9,245.5,37,-53,2711,2133,,0.102962963,-0.001726667,0.101236296,0.102230928,209,27.1,172.98,255.99
488,194,251.16,7.98,2.52,-0.07,9.33,1.76,2.7,3.02,0,10.54,7.92,240.5,36,-53,2711,2144,,0.100987654,-0.001726667,0.099260988,0.100280412,194,22.27,168.15,251.16
489,174,245.86,7.87,2.53,-0.07,8.99,1.75,2.63,2.94,0,10.52,7.92,235.5,35.5,-53,2711,2155,,0.098765432,-0.001733333,0.097032099,0.098140206,174,16.97,162.85,245.86
490,169,241.81,7.78,2.52,-0.07,8.77,1.74,2.59,2.91,0,10.52,7.92,231,35,-53,2711,2203,,0.096790123,-0.001726667,0.095063457,0.096507216,169,12.92,158.8,241.81
491,167,241.26,7.77,2.52,-0.07,8.74,1.73,2.59,2.9,0,10.54,7.9,231.5,35.5,-53,2711,2205,,0.096790123,-0.001726667,0.095063457,0.096284536,167,12.37,158.25,241.26
492,161,239.79,7.78,2.41,-0.07,8.65,1.73,2.58,2.88,0,10.52,7.92,229,35.5,-55,2711,2208,,0.095555556,-0.001653333,0.093902222,0.095674227,161,10.9,156.78,239.79
493,157,237.58,7.66,2.42,-0.09,8.52,1.72,2.55,2.84,0,10.54,7.94,227.5,34.5,-53,2711,2215,,0.095308642,-0.001673333,0.093635309,0.094812371,157,8.69,154.57,237.58
494,153,236.91,7.68,2.41,-0.07,8.48,1.71,2.54,2.84,0,10.54,7.9,227.5,35,-53,2711,2218,,0.095061728,-0.001653333,0.093408395,0.094527835,153,8.02,153.9,236.91
495,151,236.42,7.66,2.43,-0.07,8.45,1.71,2.53,2.84,0,10.52,7.92,226,34.5,-53,2711,2220,,0.094567901,-0.001666667,0.092901235,0.094334021,151,7.53,153.41,236.42
496,150,235.75,7.67,2.41,-0.05,8.38,1.71,2.52,2.83,0,10.52,7.9,225.5,35,-53,2711,2223,,0.094074074,-0.00164,0.092434074,0.094053608,150,6.86,152.74,235.75
497,143,232.96,7.57,2.42,-0.07,8.21,1.7,2.49,2.8,0,10.52,7.92,223,34,-50,2711,2231,,0.093333333,-0.00166,0.091673333,0.09294433,143,4.07,149.95,232.96
498,136,230.37,7.57,2.42,-0.07,8,1.7,2.46,2.77,0,10.52,7.92,220.5,33.5,-55,2711,2237,,0.092345679,-0.00166,0.090685679,0.091876289,136,1.48,147.36,230.37
499,130,227.38,7.45,2.42,-0.06,7.86,1.69,2.43,2.74,0,10.52,7.92,217.5,31,-53,2711,2243,,0.092098765,-0.001653333,0.090445432,0.090692784,130,-1.51,144.37,227.38
500,124,225.46,7.45,2.42,-0.06,7.75,1.69,2.41,2.7,0,10.54,7.92,215.5,32,-53,2711,2247,,0.090617284,-0.001653333,0.088963951,0.089901031,124,-3.43,142.45,225.46
501,111,222.2,7.36,2.31,-0.06,7.53,1.69,2.38,2.65,0,10.54,7.92,212.5,33,-53,2711,2254,,0.088641975,-0.00158,0.087061975,0.088593814,111,-6.69,139.19,222.2
502,107,218.54,7.25,2.31,-0.06,7.34,1.66,2.34,2.6,0,10.54,7.94,209,32,-53,2711,2301,,0.087407407,-0.00158,0.085827407,0.087129897,107,-10.35,135.53,218.54
503,91,214.79,7.15,2.32,-0.07,7.12,1.65,2.29,2.54,0,10.54,7.94,204.5,31.5,-53,2711,2309,,0.085432099,-0.001593333,0.083838765,0.085624742,91,-14.1,131.78,214.79
504,83,210.38,7.05,2.21,-0.07,6.91,1.65,2.26,2.44,0,10.54,7.94,200.5,31,-53,2711,2317,,0.083703704,-0.00152,0.082183704,0.083847423,83,-18.51,127.37,210.38
505,76,207.21,7.05,2.22,-0.07,6.73,1.64,2.24,2.39,0,10.54,7.94,197.5,31.5,-53,2711,2324,,0.081975309,-0.001526667,0.080448642,0.082540206,76,-21.68,124.2,207.21
506,51,203.63,6.93,2.2,-0.07,6.48,1.64,2.22,2.32,0,10.54,7.92,194,30.5,-53,2711,2331,,0.080740741,-0.001513333,0.079227407,0.081113402,51,-25.26,120.62,203.63
507,46,199.4,6.83,2.11,-0.06,6.25,1.63,2.18,2.24,0,10.54,7.94,190,28.5,-53,2711,2340,,0.079753086,-0.001446667,0.07830642,0.079410309,46,-29.49,116.39,199.4
508,33,194.97,6.73,2.12,-0.05,6.01,1.61,2.15,2.16,0,10.52,7.92,186,28,-58,2711,2349,,0.078024691,-0.001446667,0.076578025,0.077624742,33,-33.92,111.96,194.97
509,14,192.25,6.62,2.11,-0.06,5.8,1.61,2.1,2.09,0,10.52,7.92,183.5,28,-53,2711,2355,,0.076790123,-0.001446667,0.075343457,0.076548454,14,-36.64,109.24,192.25
510,4,183.71,6.42,2,-0.08,5.36,1.52,2.04,1.93,0,10.54,7.94,174,27,-53,2711,2414,,0.072592593,-0.001386667,0.071205926,0.073109278,4,-45.18,100.7,183.71
511,7,182.07,6.3,2,-0.06,5.28,1.52,2.04,1.91,0,10.54,7.92,173.5,26.5,-53,2711,2418,,0.072592593,-0.001373333,0.071219259,0.072482474,7,-46.82,99.06,182.07
,,,,,,,,,,,,,,,,,,,,,,,,,,
