ステップ,荷重0,変位計1,変位計2,変位計3,変位計4,変位計5,変位計6,変位計7,変位計8,変位計9,変位計10,変位計11,変位計12,変位計13,荷重14,日時,分秒,,,,,,
221,232,102,0.72,0.06,-0.07,0.54,0.13,0.24,0.09,0.27,0.36,-1.53,100.5,12,203,516,623,,,,,,
222,235,103,0.71,0.06,-0.06,0.55,0.13,0.24,0.09,0.27,0.36,-1.49,101,12.5,200,516,636,,,,,,
223,235,104.1,0.71,0.06,-0.06,0.55,0.13,0.24,0.09,0.27,0.36,-1.45,102,12.5,200,516,651,,,,,,
224,238,105.1,0.72,0.06,-0.07,0.55,0.13,0.24,0.1,0.27,0.36,-1.42,103.5,13,198,516,704,,,,,,
225,238,106.1,0.73,0.06,-0.07,0.56,0.13,0.24,0.1,0.27,0.36,-1.38,104,13,193,516,717,,,,,,
226,240,107.1,0.73,0.05,-0.07,0.56,0.13,0.24,0.1,0.27,0.36,-1.34,104.5,13.5,195,516,732,,,,,,
227,241,108,0.73,0.06,-0.07,0.57,0.13,0.24,0.1,0.26,0.36,-1.31,105.5,13,193,516,745,,,,,,
228,242,109,0.72,0.06,-0.06,0.57,0.13,0.24,0.1,0.26,0.36,-1.28,108,13,193,516,759,,,,,,
229,239,110.1,0.73,0.06,-0.06,0.57,0.13,0.24,0.1,0.26,0.36,-1.24,109,13.5,188,516,813,,,,,,
230,242,111.1,0.74,0.07,-0.06,0.57,0.13,0.24,0.1,0.26,0.36,-1.21,110,13.5,190,516,827,,,,,,
231,245,112.1,0.74,0.06,-0.06,0.58,0.13,0.24,0.1,0.26,0.36,-1.17,110.5,13.5,188,516,841,,,,,,
232,247,113,0.74,0.06,-0.07,0.58,0.13,0.24,0.11,0.26,0.36,-1.14,111.5,13.5,188,516,854,,,,,,
233,246,114,0.74,0.06,-0.07,0.59,0.13,0.24,0.11,0.26,0.36,-1.1,112,13.5,188,516,909,,,,,,
234,246,115.1,0.75,0.06,-0.07,0.59,0.13,0.24,0.11,0.26,0.36,-1.06,113.5,14,188,516,924,,,,,,
235,246,116.1,0.75,0.06,-0.07,0.6,0.13,0.24,0.11,0.26,0.36,-1.03,114,14,185,516,937,,,,,,
236,250,117.1,0.75,0.06,-0.07,0.6,0.13,0.24,0.12,0.26,0.36,-0.99,115,14.5,185,516,952,,,,,,
237,250,118.1,0.75,0.06,-0.07,0.6,0.13,0.24,0.12,0.26,0.36,-0.96,116.5,14.5,185,516,1005,,,,,,
238,251,119.1,0.76,0.06,-0.07,0.6,0.13,0.24,0.12,0.26,0.36,-0.91,117,15,183,516,1020,,,,,,
239,253,120.1,0.76,0.06,-0.07,0.61,0.13,0.24,0.12,0.26,0.36,-0.88,118.5,15,183,516,1034,,,,,,
240,254,121,0.76,0.06,-0.06,0.61,0.13,0.24,0.12,0.26,0.36,-0.85,120,14,183,516,1047,,,,,,
241,255,122.1,0.76,0.06,-0.06,0.61,0.13,0.24,0.12,0.25,0.36,-0.81,119.5,15,183,516,1102,,,,,,
242,256,123.1,0.75,0.06,-0.06,0.62,0.13,0.24,0.12,0.25,0.36,-0.78,122,15.5,180,516,1116,,,,,,
243,257,124.1,0.77,0.06,-0.07,0.63,0.13,0.24,0.12,0.25,0.36,-0.74,122.5,15,180,516,1130,,,,,,
244,257,125.1,0.77,0.06,-0.06,0.63,0.13,0.24,0.13,0.25,0.36,-0.7,123,15.5,178,516,1144,,,,,,
245,239,125.4,0.77,0.08,-0.06,0.63,0.13,0.24,0.12,0.25,0.35,-0.69,124,15.5,163,516,2002,,,,,,
246,247,125.4,0.77,0.08,-0.06,0.63,0.13,0.24,0.12,0.25,0.35,-0.67,125.5,15.5,170,516,2014,,,,,,
247,252,127.1,0.78,0.07,-0.06,0.63,0.13,0.24,0.13,0.25,0.36,-0.63,126,15.5,173,516,2026,,,,,,
248,256,129.4,0.78,0.07,-0.07,0.65,0.13,0.24,0.13,0.25,0.35,-0.55,127.5,16,173,516,2041,,,,,,
249,258,130.1,0.78,0.07,-0.07,0.65,0.13,0.24,0.13,0.25,0.35,-0.52,129,16.5,173,516,2046,,,,,,
250,265,133.4,0.79,0.07,-0.06,0.66,0.13,0.24,0.14,0.25,0.35,-0.41,132,16.5,175,516,2057,,,,,,
251,270,136.2,0.79,0.07,-0.07,0.67,0.13,0.24,0.14,0.25,0.36,-0.31,135,17,173,516,2104,,,,,,
252,274,138.8,0.79,0.07,-0.06,0.68,0.13,0.24,0.15,0.25,0.36,-0.22,137.5,17.5,170,516,2111,,,,,,
253,275,140.2,0.8,0.07,-0.06,0.68,0.13,0.24,0.15,0.25,0.36,-0.17,139,17,173,516,2115,,,,,,
254,276,142.3,0.8,0.03,-0.06,0.69,0.14,0.24,0.15,0.25,0.36,-0.11,141,18,170,516,2121,,,,,,
255,278,145.3,0.81,0.08,-0.06,0.7,0.14,0.24,0.16,0.25,0.36,0,143,18.5,168,516,2130,,,,,,
256,282,147.2,0.81,0.08,-0.07,0.71,0.14,0.24,0.16,0.24,0.36,0.06,145,18.5,165,516,2137,,,,,,
257,282,149.2,0.82,0.08,-0.07,0.71,0.14,0.24,0.17,0.25,0.36,0.13,147.5,19,163,516,2145,,,,,,
258,283,150.3,0.82,0.08,-0.07,0.72,0.14,0.24,0.17,0.25,0.36,0.17,148,19,163,516,2149,,,,,,
259,283,151.2,0.82,0.08,-0.06,0.72,0.14,0.24,0.17,0.24,0.36,0.2,149.5,19,160,516,2154,,,,,,
260,283,152.1,0.82,0.08,-0.06,0.72,0.13,0.24,0.17,0.24,0.36,0.23,150,19,158,516,2158,,,,,,
261,270,151.6,0.83,0.08,-0.07,0.73,0.14,0.24,0.17,0.24,0.36,0.24,149.5,19,155,516,2257,,,,,,
262,258,151.6,0.84,0.1,-0.06,0.73,0.14,0.24,0.17,0.24,0.36,0.25,150.5,18.5,143,516,2909,,,,,,
263,257,151.5,0.84,0.09,-0.06,0.73,0.14,0.24,0.17,0.24,0.36,0.25,149,18.5,143,516,2949,,,,,,
264,258,151.5,0.85,0.09,-0.07,0.73,0.14,0.24,0.17,0.24,0.36,0.25,149.5,19,143,516,3059,,,,,,
265,264,152,0.85,0.09,-0.06,0.73,0.14,0.24,0.17,0.24,0.36,0.27,150.5,19,148,516,3114,,,,,,
266,270,153.4,0.84,0.09,-0.07,0.73,0.14,0.24,0.17,0.24,0.36,0.31,151.5,20.5,148,516,3123,,,,,,
267,274,154.7,0.84,0.09,-0.07,0.74,0.14,0.24,0.17,0.24,0.36,0.36,153.5,19.5,148,516,3132,,,,,,
268,276,156.3,0.85,0.09,-0.06,0.74,0.14,0.24,0.17,0.24,0.36,0.41,154.5,19.5,150,516,3142,,,,,,
269,283,158.3,0.85,0.09,-0.06,0.75,0.14,0.24,0.18,0.24,0.36,0.48,157.5,20,145,516,3155,,,,,,
270,283,159.3,0.86,0.09,-0.06,0.75,0.14,0.24,0.18,0.24,0.36,0.52,158,20.5,145,516,3203,,,,,,
271,285,160.4,0.86,0.09,-0.06,0.76,0.14,0.24,0.18,0.24,0.36,0.56,158.5,20,145,516,3209,,,,,,
272,285,161.2,0.85,0.09,-0.07,0.76,0.14,0.24,0.18,0.24,0.36,0.58,160,20.5,145,516,3215,,,,,,
273,286,162.3,0.85,0.09,-0.06,0.76,0.14,0.24,0.18,0.24,0.36,0.62,162.5,21,143,516,3224,,,,,,
274,286,163.3,0.86,0.09,-0.07,0.77,0.14,0.24,0.19,0.24,0.36,0.65,162,21,143,516,3233,,,,,,
275,288,164.3,0.87,0.1,-0.07,0.77,0.14,0.24,0.19,0.23,0.36,0.69,163,21,140,516,3245,,,,,,
276,290,165.2,0.86,0.1,-0.06,0.77,0.14,0.24,0.19,0.24,0.36,0.72,164.5,21,138,516,3258,,,,,,
277,291,166.3,0.86,0.1,-0.06,0.78,0.14,0.24,0.19,0.23,0.36,0.76,165.5,21,140,516,3313,,,,,,
278,293,167.3,0.88,0.1,-0.06,0.78,0.14,0.24,0.19,0.23,0.36,0.8,166.5,21.5,135,516,3326,,,,,,
279,292,168.2,0.88,0.1,-0.07,0.78,0.14,0.24,0.19,0.23,0.36,0.83,167,21.5,135,516,3340,,,,,,
280,291,169.2,0.88,0.1,-0.06,0.79,0.14,0.24,0.2,0.23,0.36,0.86,168.5,21.5,133,516,3354,,,,,,
281,291,170.3,0.88,0.1,-0.06,0.79,0.14,0.24,0.19,0.23,0.36,0.9,169.5,22,135,516,3409,,,,,,
282,291,171.2,0.88,0.1,-0.06,0.79,0.14,0.24,0.2,0.23,0.36,0.94,171,22,130,516,3422,,,,,,
283,295,172.2,0.88,0.11,-0.06,0.8,0.14,0.24,0.2,0.23,0.36,0.97,172.5,22,130,516,3436,,,,,,
284,295,173.2,0.88,0.1,-0.06,0.8,0.14,0.24,0.2,0.23,0.36,1.01,173,22.5,130,516,3449,,,,,,
285,296,174.3,0.89,0.1,-0.06,0.8,0.14,0.24,0.2,0.23,0.36,1.04,173.5,22,128,516,3505,,,,,,
286,299,175.3,0.89,0.12,-0.06,0.8,0.14,0.24,0.2,0.23,0.36,1.08,174.5,22,128,516,3519,,,,,,
287,300,176.2,0.9,0.11,-0.06,0.81,0.14,0.24,0.21,0.23,0.36,1.12,175,22.5,125,516,3532,,,,,,
288,299,176.7,0.9,0.11,-0.06,0.81,0.14,0.24,0.21,0.23,0.36,1.13,176,22.5,125,516,3540,,,,,,
289,281,176.7,0.91,0.11,-0.07,0.81,0.14,0.24,0.21,0.23,0.36,1.14,174.5,22.5,120,516,3723,,,,,,
290,281,176.7,0.91,0.11,-0.06,0.81,0.14,0.24,0.21,0.23,0.36,1.14,176,22.5,118,516,3809,,,,,,
291,288,177.2,0.91,0.11,-0.06,0.81,0.14,0.24,0.21,0.23,0.36,1.15,175.5,22.5,123,516,3815,,,,,,
292,292,178.3,0.91,0.11,-0.06,0.81,0.14,0.24,0.21,0.22,0.36,1.19,177.5,22.5,123,516,3829,,,,,,
293,296,179.4,0.91,0.11,-0.06,0.82,0.14,0.24,0.21,0.23,0.36,1.22,178.5,22.5,123,516,3843,,,,,,
294,299,180.2,0.91,0.12,-0.06,0.82,0.14,0.24,0.21,0.23,0.36,1.25,179,23,123,516,3856,,,,,,
295,301,181.2,0.92,0.11,-0.06,0.82,0.14,0.24,0.21,0.22,0.36,1.29,180,22.5,123,516,3909,,,,,,
296,299,182.3,0.92,0.11,-0.07,0.82,0.15,0.24,0.21,0.22,0.36,1.32,181,23.5,123,516,3925,,,,,,
297,301,183.2,0.92,0.11,-0.07,0.83,0.14,0.24,0.22,0.22,0.36,1.36,182,23.5,120,516,3938,,,,,,
298,303,184.2,0.92,0.11,-0.06,0.83,0.14,0.24,0.22,0.23,0.36,1.39,183.5,25,113,516,3953,,,,,,
299,303,185.3,0.92,0.11,-0.06,0.83,0.15,0.24,0.22,0.23,0.36,1.43,184,24,120,516,4006,,,,,,
300,304,186.3,0.93,0.12,-0.06,0.84,0.14,0.24,0.22,0.23,0.36,1.45,185,25,115,516,4021,,,,,,
301,302,187.1,0.93,0.12,-0.06,0.84,0.15,0.23,0.22,0.22,0.35,1.49,186,24,118,516,4033,,,,,,
302,284,187.3,0.93,0.12,-0.06,0.84,0.15,0.24,0.22,0.22,0.35,1.49,185,24,108,516,4158,,,,,,
303,292,188.3,0.94,0.12,-0.07,0.85,0.15,0.24,0.22,0.22,0.36,1.51,186.5,24,115,516,4235,,,,,,
304,293,189.3,0.94,0.12,-0.06,0.86,0.15,0.24,0.22,0.22,0.36,1.55,187.5,26,113,516,4250,,,,,,
305,295,190.2,0.94,0.12,-0.06,0.86,0.15,0.24,0.22,0.22,0.36,1.58,188.5,24,113,516,4303,,,,,,
306,296,191.7,0.94,0.13,-0.06,0.86,0.15,0.23,0.22,0.22,0.36,1.63,191,26.5,108,516,4325,,,,,,
307,298,192.3,0.94,0.13,-0.06,0.86,0.15,0.24,0.22,0.22,0.36,1.65,191.5,26.5,108,516,4334,,,,,,
308,298,193.2,0.95,0.13,-0.06,0.87,0.15,0.23,0.23,0.23,0.36,1.69,193,26,105,516,4348,,,,,,
309,298,194.2,0.95,0.12,-0.06,0.87,0.15,0.23,0.23,0.23,0.36,1.72,193,24.5,108,516,4402,,,,,,
310,300,195.4,0.95,0.13,-0.06,0.87,0.15,0.24,0.23,0.23,0.36,1.76,194.5,26.5,100,516,4418,,,,,,
311,300,196.3,0.95,0.12,-0.06,0.88,0.15,0.23,0.23,0.22,0.36,1.79,195,26.5,100,516,4432,,,,,,
312,300,197.2,0.96,0.13,-0.06,0.88,0.15,0.23,0.23,0.22,0.36,1.83,196,25,103,516,4445,,,,,,
313,301,198.3,0.96,0.12,-0.06,0.89,0.15,0.24,0.23,0.22,0.36,1.86,196,25.5,100,516,4501,,,,,,
314,300,199.3,0.96,0.12,-0.06,0.89,0.15,0.24,0.24,0.22,0.36,1.89,197.5,25.5,98,516,4515,,,,,,
315,299,200.2,0.96,0.13,-0.07,0.9,0.15,0.24,0.24,0.23,0.36,1.93,198.5,25.5,98,516,4529,,,,,,
316,301,201.2,0.97,0.13,-0.07,0.9,0.15,0.24,0.24,0.23,0.36,1.96,199.5,26,95,516,4544,,,,,,
317,300,202.3,0.97,0.13,-0.06,0.9,0.15,0.24,0.24,0.22,0.36,2,200.5,27.5,88,516,4559,,,,,,
318,301,203.3,0.97,0.13,-0.06,0.9,0.15,0.24,0.24,0.22,0.36,2.03,201,26,90,516,4613,,,,,,
319,301,204.2,0.97,0.13,-0.06,0.91,0.15,0.24,0.24,0.22,0.36,2.07,203,28,85,516,4627,,,,,,
320,301,205.3,0.98,0.14,-0.06,0.91,0.15,0.23,0.24,0.22,0.36,2.1,203.5,28,83,516,4643,,,,,,
321,302,206.2,0.98,0.14,-0.06,0.91,0.15,0.23,0.25,0.22,0.36,2.14,204.5,28.5,78,516,4657,,,,,,
322,301,207.2,0.98,0.14,-0.06,0.92,0.15,0.23,0.25,0.23,0.36,2.17,204.5,28,75,516,4711,,,,,,
323,301,208.3,0.98,0.13,-0.06,0.92,0.15,0.24,0.25,0.22,0.36,2.21,206.5,28.5,75,516,4726,,,,,,
324,301,209.3,0.99,0.13,-0.06,0.92,0.16,0.24,0.25,0.22,0.35,2.24,208,26.5,73,516,4741,,,,,,
325,300,210.3,0.99,0.13,-0.06,0.92,0.15,0.24,0.25,0.22,0.36,2.28,209,27.5,68,516,4755,,,,,,
326,301,211.3,0.99,0.13,-0.06,0.93,0.16,0.23,0.25,0.22,0.36,2.32,209,27,63,516,4810,,,,,,
327,299,212.2,1,0.13,-0.06,0.93,0.16,0.24,0.26,0.22,0.36,2.36,209.5,28.5,58,516,4825,,,,,,
328,297,213.2,1,0.13,-0.06,0.93,0.16,0.24,0.26,0.22,0.35,2.39,210.5,27,53,516,4839,,,,,,
329,299,214.3,1,0.13,-0.06,0.93,0.16,0.24,0.26,0.22,0.36,2.43,211.5,29,48,516,4854,,,,,,
330,298,215.2,1,0.13,-0.06,0.94,0.16,0.24,0.26,0.22,0.36,2.46,213,28.5,45,516,4908,,,,,,
331,274,215.4,1.02,0.14,-0.07,0.94,0.16,0.23,0.26,0.22,0.35,2.47,212,27.5,38,516,5754,,,,,,
332,276,215.6,1.02,0.14,-0.06,0.94,0.16,0.23,0.26,0.22,0.35,2.48,213.5,27.5,38,516,5810,,,,,,
333,279,216.3,1.02,0.14,-0.06,0.94,0.16,0.23,0.26,0.22,0.35,2.5,214,29.5,35,516,5820,,,,,,
334,282,217.2,1.02,0.15,-0.06,0.94,0.16,0.23,0.26,0.22,0.36,2.53,215,30,30,516,5833,,,,,,
335,282,218.3,1.02,0.15,-0.06,0.94,0.16,0.23,0.26,0.22,0.36,2.57,215.5,29.5,25,516,5846,,,,,,
336,271,220.3,1.02,0.15,-0.06,0.95,0.17,0.23,0.27,0.21,0.35,2.58,217.5,30,-10,516,5855,,,,,,
337,277,222.3,1.03,0.14,-0.06,0.95,0.16,0.23,0.27,0.22,0.35,2.56,220,29,-5,516,5913,,,,,,
338,282,224.4,1.03,0.15,-0.06,0.96,0.17,0.23,0.28,0.22,0.35,7.42,222,31,-8,516,5923,,,,,,
339,287,226.5,1.03,0.15,-0.06,0.96,0.17,0.22,0.28,0.22,0.35,7.42,224.5,31,-5,516,5931,,,,,,
340,288,228.2,1.03,0.15,-0.06,0.97,0.17,0.22,0.28,0.22,0.35,7.41,226,30,0,516,5943,,,,,,
341,292,229.3,1.04,0.15,-0.06,0.97,0.17,0.22,0.29,0.22,0.35,7.42,226,29.5,0,516,5955,,,,,,
342,292,230.9,1.04,0.14,-0.06,0.98,0.17,0.23,0.29,0.22,0.35,7.42,227.5,30.5,0,517,6,,,,,,
343,299,233.6,1.04,0.15,-0.06,0.99,0.16,0.22,0.29,0.22,0.35,7.41,230.5,30.5,3,517,19,,,,,,
344,300,234.7,1.05,0.15,-0.06,0.99,0.17,0.22,0.29,0.23,0.35,7.42,231.5,31,5,517,24,,,,,,
345,286,235,1.07,0.15,-0.06,0.99,0.17,0.22,0.3,0.22,0.35,7.41,231.5,30.5,5,517,255,,,,,,
346,298,237.5,1.07,0.15,-0.06,0.99,0.17,0.21,0.3,0.22,0.35,7.41,234.5,31,8,517,305,,,,,,
347,302,238.9,1.07,0.15,-0.06,1,0.17,0.22,0.3,0.23,0.35,7.41,234.5,32,8,517,310,,,,,,
348,305,240.4,1.07,0.15,-0.06,1,0.17,0.21,0.3,0.22,0.35,7.42,235.5,31.5,13,517,324,,,,,,
349,307,241.5,1.08,0.15,-0.07,1,0.17,0.21,0.3,0.23,0.35,7.42,237.5,31.5,15,517,333,,,,,,
350,308,242.4,1.08,0.15,-0.06,1.01,0.17,0.21,0.3,0.22,0.35,7.42,238.5,31.5,18,517,342,,,,,,
351,313,244.3,1.08,0.16,-0.06,1.01,0.17,0.21,0.31,0.23,0.35,7.41,241,33.5,28,517,400,,,,,,
352,319,245.3,1.08,0.16,-0.06,1.02,0.17,0.21,0.31,0.23,0.35,7.41,241.5,34,35,517,410,,,,,,
353,323,246.3,1.08,0.16,-0.06,1.02,0.17,0.21,0.31,0.23,0.35,7.41,242.5,32,45,517,419,,,,,,
354,325,247.3,1.09,0.17,-0.06,1.02,0.17,0.21,0.31,0.23,0.35,7.41,243,32.5,50,517,429,,,,,,
355,327,248.4,1.1,0.16,-0.06,1.03,0.18,0.21,0.31,0.23,0.36,7.42,244,32.5,55,517,440,,,,,,
356,329,249.3,1.1,0.17,-0.06,1.03,0.18,0.21,0.31,0.23,0.35,7.42,245,32.5,60,517,450,,,,,,
357,331,250.2,1.1,0.16,-0.06,1.03,0.18,0.21,0.31,0.24,0.36,7.42,245.5,32.5,68,517,501,,,,,,
358,331,250.9,1.1,0.17,-0.06,1.03,0.18,0.21,0.31,0.23,0.36,7.41,246.5,32.5,68,517,510,,,,,,
359,316,251,1.11,0.17,-0.07,1.03,0.18,0.21,0.32,0.23,0.36,7.41,245.5,32.5,53,517,605,,,,,,
360,310,250.5,1.11,0.17,-0.07,1.03,0.18,0.21,0.32,0.23,0.36,7.41,245,32.5,40,517,613,,,,,,
361,289,248.7,1.11,0.17,-0.07,1.02,0.18,0.21,0.32,0.23,0.36,7.42,243,32.5,18,517,621,,,,,,
362,278,247.1,1.1,0.17,-0.07,1.02,0.18,0.21,0.31,0.24,0.36,7.41,241.5,32,10,517,626,,,,,,
363,269,245.5,1.1,0.17,-0.07,1.02,0.18,0.21,0.31,0.24,0.36,7.42,240,32.5,5,517,631,,,,,,
364,260,243.2,1.1,0.17,-0.07,1.02,0.18,0.21,0.31,0.24,0.36,7.41,238,31.5,3,517,641,,,,,,
365,250,240.8,1.1,0.17,-0.07,1.02,0.18,0.21,0.31,0.24,0.36,7.41,235.5,31,0,517,652,,,,,,
366,241,237.9,1.09,0.17,-0.07,1.01,0.19,0.21,0.31,0.24,0.36,7.41,233,31,-3,517,705,,,,,,
367,230,234.8,1.09,0.16,-0.07,1,0.19,0.21,0.3,0.29,0.36,7.42,230,30.5,-3,517,715,,,,,,
368,219,231,1.09,0.16,-0.07,0.98,0.19,0.21,0.3,0.31,0.36,7.42,226,30,-5,517,724,,,,,,
369,210,227.1,1.08,0.16,-0.06,0.97,0.19,0.21,0.29,0.31,0.36,7.42,222.5,29,-3,517,734,,,,,,
370,214,226.4,1.08,0.17,-0.05,0.97,0.19,0.2,0.29,0.31,0.36,7.41,222.5,29,-5,517,830,,,,,,
371,200,222.2,1.06,0.17,-0.05,0.96,0.19,0.2,0.28,0.31,0.36,7.42,218,30,-10,517,845,,,,,,
372,186,217.5,1.06,0.16,-0.05,0.94,0.19,0.2,0.28,0.31,0.36,7.42,212.5,28,-18,517,854,,,,,,
373,179,214.4,1.05,0.17,-0.05,0.93,0.19,0.2,0.27,0.31,0.36,7.42,210,27.5,-20,517,902,,,,,,
374,158,208.9,1.05,0.16,-0.05,0.91,0.19,0.2,0.26,0.31,0.36,7.42,205,26.5,-45,517,914,,,,,,
375,140,205.6,1.04,0.15,-0.05,0.9,0.19,0.2,0.26,0.31,0.35,7.42,201.5,26,-88,517,921,,,,,,
376,129,203.6,1.04,0.16,-0.05,0.89,0.19,0.2,0.26,0.3,0.35,7.42,199.5,26,-108,517,925,,,,,,
377,118,201.4,1.04,0.15,-0.04,0.88,0.2,0.2,0.26,0.3,0.35,7.42,197,25,-130,517,932,,,,,,
378,100,187.9,1.02,0.14,-0.04,0.83,0.2,0.2,0.24,0.29,0.34,7.42,183,23.5,-105,517,1003,,,,,,
379,91,179.7,1,0.14,-0.04,0.79,0.19,0.2,0.22,0.29,0.34,7.42,175,22,-85,517,1026,,,,,,
380,79,169.5,0.98,0.15,-0.04,0.75,0.2,0.2,0.2,0.29,0.33,7.42,165.5,22.5,-70,517,1042,,,,,,
381,96,169.6,0.98,0.14,-0.05,0.75,0.2,0.2,0.2,0.29,0.33,7.42,165.5,21,-55,517,1123,,,,,,
382,70,162.4,0.97,0.13,-0.04,0.73,0.2,0.2,0.19,0.29,0.33,7.42,157.5,19.5,-75,517,1135,,,,,,
383,57,156.6,0.96,0.13,-0.05,0.7,0.2,0.2,0.18,0.28,0.33,7.42,151,19,-80,517,1141,,,,,,
384,50,151.6,0.95,0.13,-0.04,0.68,0.2,0.2,0.18,0.28,0.32,7.42,146,18.5,-88,517,1146,,,,,,
385,41,147.6,0.94,0.13,-0.05,0.67,0.2,0.2,0.18,0.28,0.32,7.42,142.5,18,-90,517,1156,,,,,,
386,66,146.5,0.93,0.12,-0.04,0.66,0.2,0.2,0.17,0.27,0.32,7.42,142.5,17.5,-53,517,1639,,,,,,
387,51,143.9,0.92,0.12,-0.04,0.66,0.2,0.2,0.17,0.27,0.32,7.42,140,18.5,-70,517,1647,,,,,,
388,40,138.4,0.91,0.13,-0.04,0.63,0.2,0.2,0.16,0.27,0.31,7.42,134,17.5,-73,517,1658,,,,,,
389,29,131.9,0.89,0.13,-0.04,0.6,0.2,0.2,0.16,0.27,0.31,7.42,127,16.5,-75,517,1707,,,,,,
390,19,123.4,0.88,0.11,-0.04,0.57,0.2,0.2,0.16,0.27,0.3,7.42,119,15,-80,517,1715,,,,,,
391,21,120.3,0.87,0.11,-0.04,0.55,0.2,0.2,0.15,0.26,0.29,7.42,116,13.5,-70,517,1728,,,,,,
392,9,115.4,0.85,0.11,-0.04,0.54,0.2,0.2,0.15,0.26,0.29,7.42,110,12.5,-68,517,1815,,,,,,
393,3,115.4,0.83,0.11,-0.04,0.51,0.19,0.2,0.15,0.26,0.28,7.42,104.5,13.5,-73,517,1836,,,,,,
