,â◊èd,ïœà 1,ïœà 2,ïœà 3,ïœà 4,ïœà 5,ïœà 6,ïœà 7,ïœà 8,9,10,11,ïœ12,ïœ13,14,ì˙Å@éû,ï™Å@ïb,,
406,72,50.14,1.49,-0.1,0.01,1.41,0.13,-0.5,0.56,0,0,0,-49.5,-6,0,2613,5417,0,4060
407,74,50.92,1.49,-0.1,0.01,1.43,0.12,-0.5,0.57,0,0,0,-50,-6.5,0,2613,5419,0,4070
408,76,51.71,1.49,-0.09,0.02,1.46,0.13,-0.5,0.59,0,0,0,-50,-5.5,0,2613,5420,0,4080
409,77,52.47,1.49,-0.09,0.01,1.49,0.13,-0.51,0.6,0,0,0,-52,-6.5,0,2613,5421,0,4090
410,79,53.17,1.48,-0.1,-0.01,1.52,0.13,-0.51,0.6,0,0,0,-52.5,-7,0,2613,5422,0,4100
411,81,53.84,1.49,-0.09,0.01,1.55,0.13,-0.52,0.62,0,0,0,-53.5,-6.5,0,2613,5424,0,4110
412,83,54.63,1.48,-0.1,0,1.56,0.14,-0.52,0.64,0,0,0,-53.5,-6.5,0,2613,5425,0,4120
413,84,55.31,1.49,-0.1,0.01,1.59,0.14,-0.52,0.64,0,0,0,-54,-7.5,0,2613,5426,0,4130
414,85,56.19,1.55,-0.1,0.01,1.62,0.15,-0.52,0.66,0,0,0,-55.5,-7.5,0,2613,5428,0,4140
415,87,56.86,1.59,-0.1,0.01,1.65,0.15,-0.53,0.68,0,0,0,-56,-7.5,0,2613,5429,0,4150
416,88,57.66,1.6,-0.1,0.01,1.68,0.14,-0.53,0.69,0,0,0,-57,-8,0,2613,5430,0,4160
417,90,58.45,1.59,-0.1,0.01,1.71,0.15,-0.53,0.7,0,0,0,-57.5,-6.5,0,2613,5432,0,4170
418,91,59.12,1.6,-0.1,0,1.72,0.15,-0.53,0.72,0,0,0,-58.5,-6.5,0,2613,5433,0,4180
419,92,59.91,1.59,-0.09,0.01,1.75,0.16,-0.54,0.73,0,0,0,-58.5,-7.5,0,2613,5434,0,4190
420,96,60.68,1.59,-0.1,0.01,1.78,0.16,-0.54,0.74,0,0,0,-60,-7,0,2613,5435,0,4200
421,97,61.37,1.59,-0.1,0.01,1.81,0.16,-0.55,0.76,0,0,0,-60.5,-7,0,2613,5437,0,4210
422,98,62.16,1.59,-0.1,0.01,1.85,0.16,-0.55,0.78,0,0,0,-61,-7,0,2613,5438,0,4220
423,100,62.85,1.66,-0.1,0,1.86,0.16,-0.55,0.79,0,0,0,-62,-7,0,2613,5439,0,4230
424,102,63.62,1.69,-0.11,0.01,1.9,0.16,-0.56,0.8,0,0,0,-62.5,-7.5,0,2613,5441,0,4240
425,104,64.41,1.7,-0.1,0.02,1.94,0.16,-0.56,0.8,0,0,0,-63,-7,0,2613,5442,0,4250
426,105,65.18,1.7,-0.11,0.01,1.96,0.17,-0.56,0.83,0,0,0,-64.5,-7,0,2613,5443,0,4260
427,106,65.97,1.69,-0.1,0.01,1.99,0.17,-0.56,0.84,0,0,0,-65.5,-6.5,0,2613,5445,0,4270
428,107,66.67,1.7,-0.11,0.01,2.02,0.18,-0.56,0.86,0,0,0,-66.5,-7.5,0,2613,5446,0,4280
429,109,67.35,1.69,-0.1,0.01,2.06,0.17,-0.56,0.87,0,0,0,-66,-7.5,0,2613,5447,0,4290
430,110,68.13,1.69,-0.1,0,2.09,0.18,-0.57,0.89,0,0,0,-67,-7.5,0,2613,5448,0,4300
431,112,68.92,1.7,-0.1,0.01,2.13,0.18,-0.57,0.9,0,0,0,-68,-7.5,0,2613,5450,0,4310
432,114,69.7,1.69,-0.1,0.01,2.17,0.18,-0.57,0.91,0,0,0,-68,-7.5,0,2613,5451,0,4320
433,116,70.49,1.75,-0.09,0,2.21,0.19,-0.58,0.93,0,0,0,-69,-9,0,2613,5452,0,4330
434,117,71.18,1.81,-0.1,0.01,2.25,0.19,-0.58,0.94,0,0,0,-70,-9.5,0,2613,5454,0,4340
435,119,71.96,1.79,-0.1,0.01,2.31,0.18,-0.58,0.95,0,0,0,-71,-9.5,0,2613,5455,0,4350
436,120,72.76,1.8,-0.1,0.01,2.34,0.19,-0.56,0.97,0,0,0,-71.5,-10,0,2613,5456,0,4360
437,121,73.45,1.81,-0.1,0.02,2.39,0.19,-0.58,0.98,0,0,0,-72.5,-9.5,0,2613,5458,0,4370
438,123,74.34,1.81,-0.1,0,2.44,0.19,-0.58,1,0,0,0,-73.5,-10.5,0,2613,5459,0,4380
439,125,75.02,1.8,-0.1,0.01,2.48,0.19,-0.58,1.01,0,0,0,-74,-10,0,2613,5501,0,4390
440,126,75.81,1.81,-0.1,0.01,2.53,0.19,-0.59,1.04,0,0,0,-75,-10,0,2613,5502,0,4400
441,128,76.6,1.8,-0.1,0.01,2.57,0.2,-0.59,1.04,0,0,0,-75.5,-9.5,0,2613,5503,0,4410
442,130,77.29,1.84,-0.1,0.01,2.61,0.2,-0.59,1.06,0,0,0,-76.5,-10.5,0,2613,5504,0,4420
443,132,78.08,1.91,-0.1,0.01,2.67,0.21,-0.59,1.07,0,0,0,-77,-10,0,2613,5506,0,4430
444,132,78.87,1.9,-0.11,0,2.7,0.2,-0.6,1.07,0,0,0,-78,-10.5,0,2613,5507,0,4440
445,134,79.55,1.9,-0.11,0.01,2.74,0.21,-0.6,1.09,0,0,0,-78.5,-10,0,2613,5508,0,4450
446,136,80.36,1.9,-0.1,0.01,2.78,0.2,-0.6,1.11,0,0,0,-79.5,-10,0,2613,5510,0,4460
447,137,81.04,1.9,-0.1,0.02,2.82,0.2,-0.61,1.12,0,0,0,-80.5,-9.5,0,2613,5511,0,4470
448,139,81.75,1.9,-0.1,0.01,2.86,0.21,-0.6,1.13,0,0,0,-80.5,-9.5,0,2613,5512,0,4480
449,141,82.82,1.9,-0.1,0,2.93,0.21,-0.6,1.15,0,0,0,-82,-9.5,0,2613,5514,0,4490
450,142,83.61,1.9,-0.1,0.01,2.95,0.21,-0.62,1.16,0,0,0,-82.5,-9.5,0,2613,5515,0,4500
451,144,84.3,1.96,-0.1,0.01,2.99,0.21,-0.62,1.18,0,0,0,-84,-10,0,2613,5517,0,4510
452,145,85.11,2.01,-0.1,0,3.04,0.21,-0.61,1.19,0,0,0,-84,-10.5,0,2613,5518,0,4520
453,147,85.79,2,-0.1,0,3.08,0.21,-0.62,1.2,0,0,0,-84.5,-10.5,0,2613,5519,0,4530
454,149,86.59,2,-0.1,0,3.11,0.22,-0.63,1.22,0,0,0,-85.5,-10,0,2613,5521,0,4540,,
455,150,87.38,2.01,-0.09,0.01,3.15,0.22,-0.62,1.22,0,0,0,-86.5,-10,0,2613,5522,0,4550,,
456,152,88.08,2.01,-0.11,0.01,3.18,0.22,-0.63,1.26,0,0,0,-87.5,-11,0,2613,5523,0,4560,,
457,154,88.88,2.01,-0.1,0.01,3.23,0.23,-0.64,1.26,0,0,0,-87.5,-11,0,2613,5525,0,4570,,
458,154,89.56,2.01,-0.09,0,3.26,0.22,-0.63,1.28,0,0,0,-89,-11.5,0,2613,5526,0,4580,,
459,156,90.35,2.01,-0.1,0,3.3,0.23,-0.64,1.29,0,0,0,-89.5,-11.5,0,2613,5527,0,4590,,
460,157,91.15,2.01,-0.1,0.01,3.33,0.24,-0.64,1.3,0,0,0,-90.5,-12,0,2613,5529,0,4600,,1.07
461,159,91.85,2,-0.09,0.01,3.37,0.24,-0.65,1.32,0,0,0,-91,-12.5,0,2613,5530,0,4610,,.
462,159,92.65,2,-0.19,0.01,3.41,0.26,-0.66,1.33,0,0,0,-91.5,-12,0,2613,5531,0,4620,,
463,160,93.44,2,-0.18,-0.01,3.43,0.25,-0.66,1.34,0,0,0,-92.5,-12.5,0,2613,5533,0,4630,,
464,155,93.44,2.1,-0.19,-0.01,3.43,0.26,-0.66,1.34,0,0,0,-92.5,-11.5,0,2613,5639,0,4640,,-1.07
465,155,93.44,2.12,-0.19,0.01,3.43,0.27,-0.66,1.35,0,0,0,-93,-11,0,2613,5721,0,4650,,-1.07
466,157,94.22,2.11,-0.2,0,3.43,0.26,-0.67,1.35,0,0,0,-93.5,-11,0,2613,5722,0,4660,,-0.29
467,159,94.98,2.12,-0.19,0.01,3.47,0.26,-0.67,1.35,0,0,0,-95,-11.5,0,2613,5724,0,4670,,0.47
468,161,95.74,2.12,-0.2,0.01,3.49,0.26,-0.67,1.38,0,0,0,-95,-11,0,2613,5725,0,4680,,1.23
469,162,96.51,2.12,-0.2,0.01,3.53,0.27,-0.68,1.39,0,0,0,-96,-12,0,2613,5726,0,4690,,2
470,165,97.29,2.11,-0.2,0.01,3.57,0.28,-0.68,1.41,0,0,0,-97,-12,0,2613,5728,0,4700,,2.78
471,165,97.96,2.12,-0.2,0.01,3.61,0.27,-0.68,1.42,0,0,0,-97,-12,0,2613,5729,0,4710,,3.45
472,168,98.73,2.12,-0.19,0,3.63,0.27,-0.69,1.43,0,0,0,-98.5,-12,0,2613,5730,0,4720,,4.22
473,169,99.49,2.11,-0.2,0.01,3.67,0.28,-0.69,1.44,0,0,0,-98.5,-13,0,2613,5732,0,4730,,4.98
474,168,100.28,2.12,-0.19,0,3.71,0.27,-0.7,1.46,0,0,0,-99.5,-13,0,2613,5733,0,4740,,5.77
475,171,101.04,2.12,-0.2,0.01,3.75,0.29,-0.7,1.48,0,0,0,-101,-13,0,2613,5734,0,4750,,6.53
476,172,101.71,2.23,-0.2,0.01,3.79,0.29,-0.7,1.48,0,0,0,-101,-13,0,2613,5735,0,4760,,7.2
477,172,102.48,2.23,-0.2,0.01,3.83,0.29,-0.71,1.49,0,0,0,-102,-12.5,0,2613,5737,0,4770,,7.97
478,175,103.25,2.23,-0.21,0.01,3.87,0.3,-0.71,1.51,0,0,0,-102.5,-12,0,2613,5738,0,4780,,8.74
479,176,104.01,2.22,-0.21,0.01,3.91,0.3,-0.71,1.53,0,0,0,-103,-12.5,0,2613,5740,0,4790,,9.5
480,176,104.69,2.23,-0.21,0.01,3.94,0.3,-0.71,1.53,0,0,0,-104.5,-13,0,2613,5741,0,4800,,10.18
481,178,105.47,2.23,-0.21,0.01,3.97,0.31,-0.71,1.55,0,0,0,-105,-13,0,2613,5742,0,4810,,10.96
482,179,106.22,2.22,-0.2,0,4.02,0.31,-0.72,1.56,0,0,0,-106,-13,0,2613,5743,0,4820,,11.71
483,180,107.01,2.22,-0.2,0.02,4.05,0.32,-0.72,1.57,0,0,0,-106.5,-13.5,0,2613,5745,0,4830,,12.5
484,181,107.78,2.22,-0.2,0.01,4.09,0.32,-0.72,1.58,0,0,0,-107,-13.5,0,2613,5746,0,4840,,13.27
485,182,108.55,2.23,-0.21,0.01,4.12,0.33,-0.72,1.61,0,0,0,-108,-13.5,0,2613,5747,0,4850,,14.04
486,183,109.32,2.22,-0.2,0,4.16,0.33,-0.73,1.61,0,0,0,-109,-13,0,2613,5749,0,4860,,14.81
487,185,110.09,2.33,-0.2,0.01,4.19,0.34,-0.73,1.63,0,0,0,-110,-13.5,0,2613,5750,0,4870,,15.58
488,186,110.86,2.33,-0.21,0.01,4.23,0.33,-0.74,1.64,0,0,0,-110,-14,0,2613,5751,0,4880,,16.35
489,187,111.63,2.32,-0.21,0.01,4.26,0.35,-0.74,1.66,0,0,0,-110.5,-14.5,0,2613,5753,0,4890,,17.12
490,187,112.3,2.33,-0.22,0,4.31,0.38,-0.74,1.66,0,0,0,-112,-14.5,0,2613,5754,0,4900,,17.79
491,189,113.08,2.33,-0.21,0.01,4.34,0.38,-0.74,1.68,0,0,0,-112.5,-14.5,0,2613,5755,0,4910,,18.57
492,190,113.84,2.32,-0.2,0.01,4.37,0.38,-0.74,1.7,0,0,0,-113,-15,0,2613,5757,0,4920,,19.33
493,191,114.62,2.33,-0.2,0.01,4.42,0.38,-0.75,1.7,0,0,0,-114,-15,0,2613,5758,0,4930,,20.11
494,192,115.29,2.33,-0.2,0.01,4.44,0.4,-0.75,1.72,0,0,0,-114.5,-15,0,2613,5759,0,4940,,20.78
495,193,116.07,2.33,-0.2,0.01,4.49,0.4,-0.75,1.73,0,0,0,-115.5,-15.5,0,2613,5801,0,4950,,21.56
496,193,116.74,2.42,-0.2,0.01,4.51,0.4,-0.76,1.74,0,0,0,-116,-15.5,0,2613,5802,0,4960,,22.23
497,195,117.51,2.43,-0.21,-0.01,4.55,0.4,-0.77,1.75,0,0,0,-116.5,-15.5,0,2613,5803,0,4970,,23
498,195,118.19,2.43,-0.21,0.02,4.59,0.41,-0.77,1.77,0,0,0,-117.5,-15.5,0,2613,5804,0,4980,,23.68
499,197,118.97,2.44,-0.2,0.01,4.63,0.41,-0.77,1.78,0,0,0,-118,-16,0,2613,5806,0,4990,,24.46
500,197,119.63,2.43,-0.2,0.02,4.66,0.41,-0.77,1.8,0,0,0,-119,-16.5,0,2613,5807,0,5000,,25.12
501,197,120.41,2.44,-0.21,0.02,4.69,0.42,-0.78,1.8,0,0,0,-119.5,-17,0,2613,5808,0,5010,,25.9
502,198,121.1,2.44,-0.2,0.01,4.74,0.42,-0.78,1.82,0,0,0,-120,-16.5,0,2613,5810,0,5020,,26.59
503,201,121.87,2.43,-0.2,0.01,4.76,0.42,-0.79,1.85,0,0,0,-121.5,-17,0,2613,5811,0,5030,,27.36
504,202,122.64,2.43,-0.21,0.01,4.79,0.42,-0.79,1.85,0,0,0,-121,-16.5,0,2613,5812,0,5040,,28.13
505,201,123.41,2.46,-0.21,0.01,4.82,0.43,-0.8,1.86,0,0,0,-122.5,-17.5,0,2613,5814,0,5050,,28.9
506,203,124.09,2.53,-0.2,0.01,4.87,0.44,-0.8,1.89,0,0,0,-123,-17,0,2613,5815,0,5060,,29.58
507,203,124.86,2.33,-0.21,0.02,4.9,0.45,-0.8,1.91,0,0,0,-123.5,-17.5,0,2613,5816,0,5070,,30.35
508,204,125.64,2.33,-0.2,0,4.92,0.46,-0.81,1.91,0,0,0,-124.5,-17,0,2613,5817,0,5080,,31.13
509,205,126.41,2.33,-0.2,0,4.94,0.46,-0.81,1.92,0,0,0,-125,-18,0,2613,5819,0,5090,,31.9
510,205,127.18,2.33,-0.21,0.02,4.99,0.46,-0.82,1.92,0,0,0,-126,-17.5,0,2613,5820,0,5100,,32.67
511,207,127.96,2.33,-0.21,0.01,5.03,0.48,-0.82,1.95,0,0,0,-127,-17,0,2613,5821,0,5110,,33.45
512,208,128.73,2.34,-0.21,0.02,5.05,0.48,-0.83,1.95,0,0,0,-128,-17.5,0,2613,5823,0,5120,,34.22
513,209,129.49,2.34,-0.21,0.02,5.08,0.48,-0.83,1.97,0,0,0,-128.5,-17.5,0,2613,5824,0,5130,,34.98
514,210,130.18,2.34,-0.21,0.01,5.12,0.49,-0.84,1.99,0,0,0,-129,-17,0,2613,5825,0,5140,,35.67
515,209,130.96,2.36,-0.2,0.01,5.15,0.49,-0.84,1.99,0,0,0,-130.5,-18,0,2613,5827,0,5150,,36.45
516,211,131.73,2.36,-0.2,0.01,5.18,0.5,-0.84,2.02,0,0,0,-130.5,-17.5,0,2613,5828,0,5160,,37.22
517,212,132.41,2.38,-0.2,0.01,5.21,0.49,-0.85,2.03,0,0,0,-131,-17.5,0,2613,5829,0,5170,,37.9
518,213,133.18,2.33,-0.21,0.01,5.26,0.51,-0.85,2.04,0,0,0,-131.5,-17,0,2613,5831,0,5180,,38.67
519,214,133.96,2.33,-0.2,0.01,5.29,0.52,-0.86,2.06,0,0,0,-133,-17,0,2613,5832,0,5190,,39.45
520,214,134.73,2.32,-0.21,0.01,5.33,0.53,-0.87,2.07,0,0,0,-133,-17,0,2613,5833,0,5200,,40.22
521,216,135.41,2.33,-0.2,0.01,5.37,0.54,-0.87,2.08,0,0,0,-134,-17.5,0,2613,5835,0,5210,,40.9
522,217,136.18,2.41,-0.21,0.01,5.4,0.55,-0.87,2.09,0,0,0,-135,-18.5,0,2613,5836,0,5220,,41.67
523,217,136.87,2.43,-0.21,0,5.43,0.54,-0.87,2.11,0,0,0,-135.5,-18.5,0,2613,5837,0,5230,,42.36
524,220,137.55,2.43,-0.22,0.01,5.46,0.55,-0.88,2.12,0,0,0,-136,-19,0,2613,5839,0,5240,,43.04
525,220,138.25,2.43,-0.2,0.01,5.49,0.56,-0.89,2.13,0,0,0,-137.5,-19,0,2613,5840,0,5250,,43.74
526,220,139.01,2.44,-0.21,0.01,5.52,0.56,-0.89,2.14,0,0,0,-138,-19.5,0,2613,5841,0,5260,,44.5
527,220,139.68,2.44,-0.19,0.01,5.56,0.56,-0.93,2.15,0,0,0,-138,-19.5,0,2613,5842,0,5270,,45.17
528,221,140.46,2.43,-0.19,0.01,5.59,0.57,-0.94,2.17,0,0,0,-139.5,-19,0,2613,5844,0,5280,,45.95
529,223,141.14,2.44,-0.19,0.01,5.6,0.56,-0.94,2.18,0,0,0,-139.5,-18.5,0,2613,5845,0,5290,,46.63
530,224,141.91,2.43,-0.2,0.02,5.65,0.58,-0.94,2.19,0,0,0,-140.5,-19,0,2613,5846,0,5300,,47.4
531,225,142.7,2.44,-0.2,0.01,5.7,0.58,-0.95,2.21,0,0,0,-141.5,-19,0,2613,5847,0,5310,,48.19
532,225,143.38,2.43,-0.2,0.01,5.73,0.58,-0.96,2.22,0,0,0,-141.5,-19,0,2613,5849,0,5320,,48.87
533,225,144.06,2.5,-0.2,0.01,5.76,0.59,-0.96,2.24,0,0,0,-142.5,-19,0,2613,5850,0,5330,,49.55
534,227,144.94,2.54,-0.22,0.02,5.8,0.59,-0.95,2.27,0,0,0,-143.5,-19,0,2613,5852,0,5340,,50.43
535,229,145.63,2.54,-0.25,0,5.83,0.59,-0.97,2.27,0,0,0,-143.5,-19.5,0,2613,5853,0,5350,,51.12
536,229,146.3,2.53,-0.28,0,5.86,0.59,-0.97,2.29,0,0,0,-145,-19.5,0,2613,5854,0,5360,,51.79
537,231,146.99,2.53,-0.27,0.01,5.89,0.6,-0.97,2.3,0,0,0,-145.5,-20,0,2613,5855,0,5370,,52.48
538,231,147.76,2.54,-0.28,0.01,5.92,0.6,-0.99,2.31,0,0,0,-147,-20.5,0,2613,5857,0,5380,,53.25
539,232,148.44,2.53,-0.29,0.01,5.95,0.6,-0.99,2.33,0,0,0,-147,-20,0,2613,5858,0,5390,,53.93
540,232,149.23,2.54,-0.3,0.01,5.98,0.62,-1,2.33,0,0,0,-148.5,-20,0,2613,5859,0,5400,,54.72
541,234,149.92,2.53,-0.31,0.01,6.02,0.62,-1,2.34,0,0,0,-149.5,-21,0,2613,5901,0,5410,,55.41
542,234,150.61,2.54,-0.31,0.01,6.06,0.62,-1,2.36,0,0,0,-149.5,-19.5,0,2613,5902,0,5420,,56.1
543,234,151.39,2.57,-0.3,0.01,6.09,0.62,-1.01,2.37,0,0,0,-151,-20.5,0,2613,5903,0,5430,,56.88
544,236,152.06,2.64,-0.31,0.01,6.12,0.62,-1.01,2.39,0,0,0,-150.5,-20.5,0,2613,5904,0,5440,,57.55
545,237,152.75,2.64,-0.31,0.01,6.16,0.63,-1.02,2.4,0,0,0,-151,-20.5,0,2613,5906,0,5450,,58.24
546,237,153.45,2.64,-0.32,0,6.2,0.67,-1.02,2.42,0,0,0,-152,-20.5,0,2613,5907,0,5460,,58.94
547,240,154.19,2.64,-0.3,0.01,6.2,0.66,-1.02,2.42,0,0,0,-153,-20.5,0,2613,5908,0,5470,,59.68
548,239,154.9,2.63,-0.32,0,6.25,0.67,-1.03,2.43,0,0,0,-153.5,-21,0,2613,5909,0,5480,,60.39
549,239,155.59,2.62,-0.32,0,6.28,0.66,-1.03,2.44,0,0,0,-155,-21.5,0,2613,5911,0,5490,,61.08
550,242,156.26,2.64,-0.31,0.01,6.32,0.69,-1.03,2.47,0,0,0,-155.5,-21.5,0,2613,5912,0,5500,,61.75
551,242,157.01,2.64,-0.31,0.01,6.36,0.67,-1.03,2.47,0,0,0,-156,-21,0,2613,5913,0,5510,,62.5
552,241,157.73,2.67,-0.31,0.01,6.39,0.67,-1.04,2.49,0,0,0,-156,-21.5,0,2613,5914,0,5520,,63.22
553,244,158.42,2.74,-0.31,0.01,6.41,0.69,-1.04,2.52,0,0,0,-158,-21.5,0,2613,5916,0,5530,,63.91
554,244,159.2,2.76,-0.31,0.01,6.45,0.69,-1.05,2.53,0,0,0,-158,-20.5,0,2613,5917,0,5540,,64.69
555,246,159.89,2.75,-0.31,0.01,6.48,0.7,-1.06,2.55,0,0,0,-158.5,-21,0,2613,5918,0,5550,,65.38
556,245,160.58,2.75,-0.31,0.01,6.5,0.7,-1.06,2.56,0,0,0,-159,-21.5,0,2613,5919,0,5560,,66.07
557,246,161.26,2.74,-0.31,0.01,6.55,0.7,-1.07,2.57,0,0,0,-160.5,-21,0,2613,5921,0,5570,,66.75
558,247,162.06,2.74,-0.31,0,6.58,0.71,-1.07,2.59,0,0,0,-160.5,-21,0,2613,5922,0,5580,,67.55
559,248,162.74,2.75,-0.31,0.02,6.62,0.7,-1.07,2.6,0,0,0,-161,-21.5,0,2613,5923,0,5590,,68.23
560,250,163.43,2.77,-0.31,0.02,6.65,0.71,-1.08,2.61,0,0,0,-163,-21.5,0,2613,5925,0,5600,,68.92
561,250,164.21,2.85,-0.3,0.01,6.67,0.7,-1.08,2.62,0,0,0,-163,-21.5,0,2613,5926,0,5610,,69.7
562,251,164.91,2.85,-0.31,0.01,6.71,0.72,-1.08,2.64,0,0,0,-163,-22,0,2613,5927,0,5620,,70.4
563,251,165.6,2.85,-0.31,0.01,6.75,0.74,-1.08,2.65,0,0,0,-164,-21.5,0,2613,5928,0,5630,,71.09
564,253,166.29,2.86,-0.31,0.01,6.78,0.72,-1.09,2.67,0,0,0,-164.5,-22,0,2613,5930,0,5640,,71.78
565,253,166.97,2.85,-0.31,0.01,6.8,0.73,-1.09,2.68,0,0,0,-165.5,-22,0,2613,5931,0,5650,,72.46
566,253,167.66,2.85,-0.32,0.01,6.83,0.73,-1.1,2.69,0,0,0,-165.5,-22,0,2613,5932,0,5660,,73.15
567,254,168.35,2.85,-0.31,0.01,6.87,0.74,-1.1,2.71,0,0,0,-167,-21.5,0,2613,5933,0,5670,,73.84
568,255,169.04,2.89,-0.32,0,6.9,0.74,-1.11,2.71,0,0,0,-167.5,-22,0,2613,5935,0,5680,,74.53
569,255,169.72,2.95,-0.31,0.01,6.94,0.74,-1.1,2.73,0,0,0,-168.5,-22.5,0,2613,5936,0,5690,,75.21
570,257,170.52,2.95,-0.31,0,6.98,0.75,-1.12,2.75,0,0,0,-169,-22,0,2613,5937,0,5700,,76.01
571,256,171.21,2.95,-0.31,0.01,7,0.76,-1.12,2.77,0,0,0,-170,-22.5,0,2613,5939,0,5710,,76.7
572,258,171.99,2.95,-0.31,0,7.04,0.77,-1.16,2.78,0,0,0,-171,-22.5,0,2613,5940,0,5720,,77.48
573,258,172.73,2.95,-0.32,0.01,7.07,0.76,-1.18,2.8,0,0,0,-171.5,-22.5,0,2613,5941,0,5730,,78.22
574,258,173.48,2.95,-0.31,0,7.1,0.77,-1.17,2.82,0,0,0,-172.5,-23,0,2613,5943,0,5740,,78.97
575,260,174.18,3.03,-0.32,0.01,7.14,0.78,-1.17,2.83,0,0,0,-172.5,-23,0,2613,5944,0,5750,,79.67
576,261,174.96,3.05,-0.32,0.01,7.17,0.76,-1.19,2.84,0,0,0,-173.5,-23,0,2613,5945,0,5760,,80.45
577,261,175.67,3.06,-0.32,0.01,7.21,0.77,-1.18,2.86,0,0,0,-175,-23,0,2613,5947,0,5770,,81.16
578,263,176.64,3.07,-0.31,0,7.26,0.81,-1.19,2.87,0,0,0,-175.5,-23,0,2613,5948,0,5780,,82.13
579,264,177.52,3.05,-0.31,0.01,7.29,0.81,-1.2,2.9,0,0,0,-176,-23.5,0,2613,5950,0,5790,,83.01
580,266,178.23,3.06,-0.3,0.01,7.31,0.81,-1.21,2.9,0,0,0,-176.5,-23.5,0,2613,5951,0,5800,,83.72
581,266,178.92,3.06,-0.32,0,7.35,0.82,-1.21,2.92,0,0,0,-177,-23,0,2613,5952,0,5810,,84.41
582,265,179.71,3.16,-0.32,0.01,7.39,0.82,-1.21,2.94,0,0,0,-178,-23,0,2613,5954,0,5820,,85.2
583,267,180.41,3.15,-0.32,0.02,7.42,0.83,-1.21,2.95,0,0,0,-178.5,-23,0,2613,5955,0,5830,,85.9
584,268,181.09,3.17,-0.31,0,7.46,0.82,-1.22,2.96,0,0,0,-179,-23.5,0,2613,5956,0,5840,,86.58
585,269,181.8,3.16,-0.32,0,7.49,0.83,-1.23,2.97,0,0,0,-179.5,-24,0,2613,5957,0,5850,,87.29
586,269,182.48,3.17,-0.31,0.01,7.51,0.84,-1.23,2.98,0,0,0,-180.5,-24,0,2613,5959,0,5860,,87.97
